date,Pinal_cume,Pinal
2020-12-01,6,
2020-12-03,7,1
2020-12-09,8,1
2020-12-13,9,1
2020-12-16,13,4
2020-12-17,45,32
2020-12-18,74,29
2020-12-19,90,16
2020-12-20,99,9
2020-12-21,211,112
2020-12-22,405,194
2020-12-23,691,286
2020-12-24,749,58
2020-12-26,993,244
2020-12-27,1042,49
2020-12-28,1439,397
2020-12-29,2004,565
2020-12-30,2775,771
2020-12-31,3310,535
2021-01-01,3477,167
2021-01-02,3927,450
2021-01-03,4072,145
2021-01-04,4629,557
2021-01-05,5243,614
2021-01-06,6021,778
2021-01-07,6755,734
2021-01-08,7625,870
2021-01-09,8460,835
2021-01-10,8535,75
2021-01-11,9054,519
2021-01-12,9828,774
2021-01-13,10832,1004
2021-01-14,11903,1071
2021-01-15,12918,1015
2021-01-16,13912,994
2021-01-17,14088,176
2021-01-18,14716,628
2021-01-19,15760,1044
2021-01-20,17198,1438
2021-01-21,18692,1494
2021-01-22,20256,1564
2021-01-23,22347,2091
2021-01-24,22680,333
2021-01-25,23832,1152
2021-01-26,25094,1262
2021-01-27,26792,1698
2021-01-28,28620,1828
2021-01-29,30429,1809
2021-01-30,32903,2474
2021-01-31,33198,295
2021-02-01,35051,1853
2021-02-02,36982,1931
2021-02-03,39140,2158
2021-02-04,41310,2170
2021-02-05,43909,2599
2021-02-06,46476,2567
2021-02-07,46960,484
2021-02-08,49015,2055
2021-02-09,51334,2319
2021-02-10,54284,2950
2021-02-11,57394,3110
2021-02-12,60977,3583
2021-02-13,64840,3863
2021-02-14,65407,567
2021-02-15,66808,1401
2021-02-16,68782,1974
2021-02-17,71032,2250
2021-02-18,73398,2366
2021-02-19,75282,1884
2021-02-20,77642,2360
2021-02-21,78088,446
2021-02-22,79437,1349
2021-02-23,81333,1896
2021-02-24,84117,2784
2021-02-25,87790,3673
2021-02-26,91613,3823
2021-02-27,95049,3436
2021-02-28,95881,832
2021-03-01,99212,3331
2021-03-02,102694,3482
2021-03-03,106848,4154
2021-03-04,110877,4029
2021-03-05,114326,3449
2021-03-06,117762,3436
2021-03-07,118860,1098
2021-03-08,121817,2957
2021-03-09,125040,3223
2021-03-10,128504,3464
2021-03-11,133125,4621
2021-03-12,137271,4146
2021-03-13,140349,3078
2021-03-14,141432,1083
2021-03-15,144089,2657
2021-03-16,147407,3318
2021-03-17,151022,3615
2021-03-18,154779,3757
2021-03-19,158021,3242
2021-03-20,160067,2046
2021-03-21,161366,1299
2021-03-22,163922,2556
2021-03-23,166920,2998
2021-03-24,170809,3889
2021-03-25,174640,3831
2021-03-26,178938,4298
2021-03-27,180913,1975
2021-03-28,182585,1672
2021-03-29,185980,3395
2021-03-30,189535,3555
2021-03-31,193533,3998
2021-04-01,197750,4217
2021-04-02,200542,2792
2021-04-03,203198,2656
2021-04-04,203961,763
2021-04-05,206703,2742
2021-04-06,209959,3256
2021-04-07,213451,3492
2021-04-08,216700,3249
2021-04-09,219658,2958
2021-04-10,221676,2018
2021-04-11,222693,1017
2021-04-12,225488,2795
2021-04-13,227915,2427
2021-04-14,230645,2730
2021-04-15,233346,2701
2021-04-16,236519,3173
2021-04-17,237975,1456
2021-04-18,239032,1057
2021-04-19,241654,2622
2021-04-20,244697,3043
2021-04-21,248288,3591
2021-04-22,250905,2617
2021-04-23,253020,2115
2021-04-24,254880,1860
2021-04-25,256227,1347
2021-04-26,258463,2236
2021-04-27,260887,2424
2021-04-28,263167,2280
2021-04-29,265000,1833
2021-04-30,266937,1937
2021-05-01,268151,1214
2021-05-02,268875,724
2021-05-03,270391,1516
2021-05-04,272271,1880
2021-05-05,274149,1878
2021-05-06,275622,1473
2021-05-07,277138,1516
2021-05-08,278415,1277
2021-05-09,278963,548
2021-05-10,280249,1286
2021-05-11,281694,1445
2021-05-12,283620,1926
2021-05-13,285397,1777
2021-05-14,287300,1903
2021-05-15,288618,1318
2021-05-16,289440,822
2021-05-17,290910,1470
2021-05-18,292268,1358
2021-05-19,294019,1751
2021-05-20,295582,1563
2021-05-21,297031,1449
2021-05-22,298345,1314
2021-05-23,298809,464
2021-05-24,299867,1058
2021-05-25,301000,1133
2021-05-26,302258,1258
2021-05-27,303402,1144
2021-05-28,304763,1361
2021-05-29,305425,662
2021-05-30,305795,370
2021-05-31,306027,232
2021-06-01,307118,1091
2021-06-02,308145,1027
2021-06-03,309124,979
2021-06-04,310304,1180
2021-06-05,311194,890
2021-06-06,311624,430
2021-06-07,312521,897
2021-06-08,313358,837
2021-06-09,314443,1085
2021-06-10,315390,947
2021-06-11,316556,1166
2021-06-12,317366,810
2021-06-13,317792,426
2021-06-14,318616,824
2021-06-15,319473,857
2021-06-16,320240,767
2021-06-17,321152,912
2021-06-18,322272,1120
2021-06-19,322899,627
2021-06-20,323249,350
2021-06-21,323910,661
2021-06-22,324623,713
2021-06-23,325493,870
2021-06-24,326197,704
2021-06-25,327063,866
2021-06-26,327554,491
2021-06-27,327952,398
2021-06-28,328525,573
2021-06-29,329161,636
2021-06-30,329866,705
2021-07-01,330530,664
2021-07-02,331290,760
2021-07-03,331808,518
2021-07-04,331916,108
2021-07-05,332469,553
2021-07-06,333097,628
2021-07-07,333719,622
2021-07-08,334318,599
2021-07-09,334996,678
2021-07-10,335409,413
2021-07-11,335632,223
2021-07-12,336240,608
2021-07-13,336901,661
2021-07-14,337462,561
2021-07-15,337981,519
2021-07-16,338716,735
2021-07-17,339245,529
2021-07-18,339591,346
2021-07-19,340223,632
2021-07-20,340909,686
2021-07-21,341750,841
2021-07-22,342484,734
2021-07-23,343434,950
2021-07-24,344114,680
2021-07-25,344591,477
2021-07-26,345346,755
2021-07-27,346085,739
2021-07-28,346977,892
2021-07-29,347757,780
2021-07-30,348845,1088
2021-07-31,349583,738
2021-08-01,350052,469
2021-08-02,350797,745
2021-08-03,351551,754
2021-08-04,352394,843
2021-08-05,353195,801
2021-08-06,354340,1145
2021-08-07,355069,729
2021-08-08,355503,434
2021-08-09,356341,838
2021-08-10,357113,772
2021-08-11,357890,777
2021-08-12,358739,849
2021-08-13,359877,1138
2021-08-14,360738,861
2021-08-15,361228,490
2021-08-16,362259,1031
2021-08-17,363203,944
2021-08-18,364331,1128
2021-08-19,365203,872
2021-08-20,366437,1234
2021-08-21,367251,814
2021-08-22,367794,543
2021-08-23,368909,1115
2021-08-24,369813,904
2021-08-25,370804,991
2021-08-26,371570,766
2021-08-27,372747,1177
2021-08-28,373571,824
2021-08-29,374058,487
2021-08-30,374993,935
2021-08-31,375811,818
2021-09-01,376712,901
2021-09-02,377474,762
2021-09-03,378658,1184
2021-09-04,379289,631
2021-09-05,379677,388
2021-09-06,379867,190
2021-09-07,380694,827
2021-09-08,381473,779
2021-09-09,382185,712
2021-09-10,383324,1139
2021-09-11,384087,763
2021-09-12,384484,397
2021-09-13,385329,845
2021-09-14,386098,769
2021-09-15,386921,823
2021-09-16,387639,718
2021-09-17,388638,999
2021-09-18,389321,683
2021-09-19,389656,335
2021-09-20,390309,653
2021-09-21,390930,621
2021-09-22,391592,662
2021-09-23,392231,639
2021-09-24,393253,1022
2021-09-25,393975,722
2021-09-26,394365,390
2021-09-27,395270,905
2021-09-28,396190,920
2021-09-29,397155,965
2021-09-30,398040,885
2021-10-01,399097,1057
2021-10-02,399731,634
2021-10-03,400110,379
2021-10-04,400991,881
2021-10-05,401828,837
2021-10-06,402703,875
2021-10-07,403654,951
2021-10-08,404647,993
2021-10-09,405270,623
2021-10-10,405598,328
2021-10-11,406464,866
2021-10-12,407139,675
2021-10-13,407786,647
2021-10-14,408500,714
2021-10-15,409337,837
2021-10-16,409818,481
2021-10-17,410127,309
2021-10-18,410805,678
2021-10-19,411415,610
2021-10-20,412039,624
2021-10-21,412737,698
2021-10-22,414333,1596
2021-10-23,415519,1186
2021-10-24,416131,612
2021-10-25,417811,1680
2021-10-26,419387,1576
2021-10-27,421058,1671
2021-10-28,422774,1716
2021-10-29,424610,1836
2021-10-30,425378,768
2021-10-31,425915,537
2021-11-01,427677,1762
2021-11-02,429273,1596
2021-11-03,430931,1658
2021-11-04,432579,1648
2021-11-05,434644,2065
2021-11-06,436159,1515
2021-11-07,436667,508
2021-11-08,438383,1716
2021-11-09,440011,1628
2021-11-10,441738,1727
2021-11-11,443155,1417
2021-11-12,445025,1870
2021-11-13,446566,1541
2021-11-14,447045,479
2021-11-15,448550,1505
2021-11-16,449975,1425
2021-11-17,451663,1688
2021-11-18,453373,1710
2021-11-19,455222,1849
2021-11-20,456498,1276
2021-11-21,456970,472
2021-11-22,458640,1670
2021-11-23,460460,1820
2021-11-24,461965,1505
2021-11-25,461975,10
2021-11-26,462994,1019
2021-11-27,463626,632
2021-11-28,464041,415
2021-11-29,465573,1532
2021-11-30,467276,1703
2021-12-01,469121,1845
2021-12-02,471042,1921
2021-12-03,473050,2008
2021-12-04,473886,836
2021-12-05,474391,505
2021-12-06,476196,1805
2021-12-07,478238,2042
2021-12-08,480242,2004
2021-12-09,482190,1948
2021-12-10,484235,2045
2021-12-11,485437,1202
2021-12-12,485900,463
2021-12-13,487272,1372
2021-12-14,488689,1417
2021-12-15,490297,1608
2021-12-16,492036,1739
2021-12-17,493507,1471
2021-12-18,494314,807
2021-12-19,494798,484
2021-12-20,496369,1571
2021-12-21,497899,1530
2021-12-22,499542,1643
2021-12-23,500863,1321
2021-12-24,501284,421
2021-12-25,501291,7
2021-12-26,501668,377
2021-12-27,502846,1178
2021-12-28,504220,1374
2021-12-29,505533,1313
2021-12-30,506883,1350
2021-12-31,507459,576
2022-01-01,507572,113
2022-01-02,508004,432
2022-01-03,509126,1122
2022-01-04,510386,1260
2022-01-05,511723,1337
2022-01-06,513137,1414
2022-01-07,514971,1834
2022-01-08,515923,952
2022-01-09,516320,397
2022-01-10,517544,1224
2022-01-11,518760,1216
2022-01-12,520247,1487
2022-01-13,522062,1815
2022-01-14,523475,1413
2022-01-15,524213,738
2022-01-16,524543,330
2022-01-17,525326,783
2022-01-18,526363,1037
2022-01-19,527306,943
2022-01-20,528276,970
2022-01-21,529319,1043
2022-01-22,529872,553
2022-01-23,530187,315
2022-01-24,531188,1001
2022-01-25,532141,953
2022-01-26,533073,932
2022-01-27,534034,961
2022-01-28,534995,961
2022-01-29,535604,609
2022-01-30,535906,302
2022-01-31,536621,715
2022-02-01,537267,646
2022-02-02,537987,720
2022-02-03,538838,851
2022-02-04,539763,925
2022-02-05,540242,479
2022-02-06,540445,203
2022-02-07,541093,648
2022-02-08,541618,525
2022-02-09,542225,607
2022-02-10,543095,870
2022-02-11,543840,745
2022-02-12,544234,394
2022-02-13,544373,139
2022-02-14,544728,355
2022-02-15,545116,388
2022-02-16,545580,464
2022-02-17,546091,511
2022-02-18,546748,657
2022-02-19,547043,295
2022-02-20,547245,202
2022-02-21,547619,374
2022-02-22,547924,305
2022-02-23,548276,352
2022-02-24,548428,152
