date,pcr_tests_YAVAPAI,pcr_pos_test_YAVAPAI,pcr_positivity_YAVAPAI
2022-02-24 00:00:00,19,1,0.0526315789473684
2022-02-23 00:00:00,137,11,0.0802919708029197
2022-02-22 00:00:00,683,38,0.0556368960468521
2022-02-21 00:00:00,747,57,0.0763052208835341
2022-02-20 00:00:00,223,19,0.0852017937219731
2022-02-19 00:00:00,247,32,0.1295546558704454
2022-02-18 00:00:00,564,48,0.0851063829787234
2022-02-17 00:00:00,672,74,0.1101190476190476
2022-02-16 00:00:00,730,92,0.126027397260274
2022-02-15 00:00:00,829,79,0.0952955367913148
2022-02-14 00:00:00,935,96,0.1026737967914439
2022-02-13 00:00:00,256,42,0.1640625
2022-02-12 00:00:00,273,60,0.2197802197802198
2022-02-11 00:00:00,737,95,0.1289009497964722
2022-02-10 00:00:00,901,101,0.1120976692563818
2022-02-09 00:00:00,791,105,0.1327433628318584
2022-02-08 00:00:00,1009,162,0.1605550049554014
2022-02-07 00:00:00,1004,132,0.1314741035856574
2022-02-06 00:00:00,276,78,0.2826086956521739
2022-02-05 00:00:00,315,90,0.2857142857142857
2022-02-04 00:00:00,826,167,0.202179176755448
2022-02-03 00:00:00,939,154,0.1640042598509052
2022-02-02 00:00:00,815,190,0.2331288343558282
2022-02-01 00:00:00,1169,239,0.204448246364414
2022-01-31 00:00:00,1192,245,0.2055369127516779
2022-01-30 00:00:00,372,100,0.2688172043010753
2022-01-29 00:00:00,312,118,0.3782051282051282
2022-01-28 00:00:00,1097,255,0.2324521422060164
2022-01-27 00:00:00,1288,266,0.2065217391304348
2022-01-26 00:00:00,1080,302,0.2796296296296296
2022-01-25 00:00:00,1242,318,0.2560386473429952
2022-01-24 00:00:00,1289,320,0.2482544608223429
2022-01-23 00:00:00,353,119,0.3371104815864023
2022-01-22 00:00:00,434,159,0.3663594470046083
2022-01-21 00:00:00,1082,291,0.2689463955637708
2022-01-20 00:00:00,1316,352,0.2674772036474164
2022-01-19 00:00:00,1169,332,0.2840034217279726
2022-01-18 00:00:00,1664,445,0.2674278846153847
2022-01-17 00:00:00,1208,290,0.2400662251655629
2022-01-16 00:00:00,434,132,0.3041474654377881
2022-01-15 00:00:00,433,147,0.3394919168591224
2022-01-14 00:00:00,1086,277,0.2550644567219153
2022-01-13 00:00:00,1418,363,0.2559943582510578
2022-01-12 00:00:00,1213,357,0.2943116240725474
2022-01-11 00:00:00,1608,381,0.2369402985074627
2022-01-10 00:00:00,1385,299,0.215884476534296
2022-01-09 00:00:00,439,106,0.2414578587699317
2022-01-08 00:00:00,462,147,0.3181818181818182
2022-01-07 00:00:00,999,235,0.2352352352352353
2022-01-06 00:00:00,1256,241,0.1918789808917198
2022-01-05 00:00:00,1150,247,0.2147826086956522
2022-01-04 00:00:00,1379,227,0.1646120377084844
2022-01-03 00:00:00,1132,197,0.1740282685512367
2022-01-02 00:00:00,444,90,0.2027027027027027
2022-01-01 00:00:00,203,39,0.1921182266009852
2021-12-31 00:00:00,442,97,0.2194570135746606
2021-12-30 00:00:00,1025,143,0.1395121951219512
2021-12-29 00:00:00,894,116,0.1297539149888143
2021-12-28 00:00:00,1129,164,0.1452612931798051
2021-12-27 00:00:00,1076,155,0.1440520446096654
2021-12-26 00:00:00,356,71,0.199438202247191
2021-12-25 00:00:00,176,28,0.1590909090909091
2021-12-24 00:00:00,345,58,0.1681159420289855
2021-12-23 00:00:00,957,99,0.103448275862069
2021-12-22 00:00:00,843,99,0.1174377224199288
2021-12-21 00:00:00,1011,105,0.1038575667655786
2021-12-20 00:00:00,1019,107,0.1050049067713445
2021-12-19 00:00:00,367,67,0.1825613079019074
2021-12-18 00:00:00,390,69,0.1769230769230769
2021-12-17 00:00:00,770,92,0.1194805194805195
2021-12-16 00:00:00,971,118,0.121524201853759
2021-12-15 00:00:00,768,112,0.1458333333333334
2021-12-14 00:00:00,1090,125,0.1146788990825688
2021-12-13 00:00:00,1028,147,0.1429961089494163
2021-12-12 00:00:00,401,81,0.2019950124688279
2021-12-11 00:00:00,425,83,0.1952941176470588
