Category,value
tests,674884
YUMA,12312
YAVAPAI,19646
SANTA CRUZ,2100
PINAL,41374
PIMA,63434
NAVAJO,5443
MOHAVE,14616
MARICOPA,480008
LA PAZ,1811
GREENLEE,290
GRAHAM,1540
GILA,6182
COCONINO,8484
COCHISE,6304
APACHE,1515
Unknown,607
65 years and older,164488
55 - 64 years,133153
45 - 54 years,121331
20 - 44 years,225671
Less than 20 years,29634
positive,0.1879048843949479
