date,Coconino_cume,Coconino
2020-12-02 00:00:00,1,
2020-12-04 00:00:00,2,1
2020-12-10 00:00:00,3,1
2020-12-12 00:00:00,4,1
2020-12-15 00:00:00,8,4
2020-12-16 00:00:00,150,142
2020-12-17 00:00:00,279,129
2020-12-18 00:00:00,490,211
2020-12-19 00:00:00,538,48
2020-12-20 00:00:00,539,1
2020-12-21 00:00:00,541,2
2020-12-22 00:00:00,578,37
2020-12-23 00:00:00,911,333
2020-12-24 00:00:00,1299,388
2020-12-25 00:00:00,1421,122
2020-12-26 00:00:00,1520,99
2020-12-27 00:00:00,1611,91
2020-12-28 00:00:00,1833,222
2020-12-29 00:00:00,2184,351
2020-12-30 00:00:00,2587,403
2020-12-31 00:00:00,2795,208
2021-01-01 00:00:00,2894,99
2021-01-02 00:00:00,2958,64
2021-01-03 00:00:00,2963,5
2021-01-04 00:00:00,3311,348
2021-01-05 00:00:00,3667,356
2021-01-06 00:00:00,4164,497
2021-01-07 00:00:00,4738,574
2021-01-08 00:00:00,5373,635
2021-01-09 00:00:00,5453,80
2021-01-10 00:00:00,5459,6
2021-01-11 00:00:00,5786,327
2021-01-12 00:00:00,6348,562
2021-01-13 00:00:00,6837,489
2021-01-14 00:00:00,7464,627
2021-01-15 00:00:00,8636,1172
2021-01-16 00:00:00,8739,103
2021-01-17 00:00:00,8740,1
2021-01-18 00:00:00,8916,176
2021-01-19 00:00:00,9322,406
2021-01-20 00:00:00,10840,1518
2021-01-21 00:00:00,11691,851
2021-01-22 00:00:00,12592,901
2021-01-23 00:00:00,12988,396
2021-01-24 00:00:00,13002,14
2021-01-25 00:00:00,13558,556
2021-01-26 00:00:00,14061,503
2021-01-27 00:00:00,15364,1303
2021-01-28 00:00:00,16579,1215
2021-01-29 00:00:00,17484,905
2021-01-30 00:00:00,17818,334
2021-01-31 00:00:00,17846,28
2021-02-01 00:00:00,18692,846
2021-02-02 00:00:00,19537,845
2021-02-03 00:00:00,21169,1632
2021-02-04 00:00:00,23187,2018
2021-02-05 00:00:00,25416,2229
2021-02-06 00:00:00,26885,1469
2021-02-07 00:00:00,26924,39
2021-02-08 00:00:00,27813,889
2021-02-09 00:00:00,28725,912
2021-02-10 00:00:00,31208,2483
2021-02-11 00:00:00,32765,1557
2021-02-12 00:00:00,35504,2739
2021-02-13 00:00:00,37014,1510
2021-02-14 00:00:00,37042,28
2021-02-15 00:00:00,38244,1202
2021-02-16 00:00:00,39867,1623
2021-02-17 00:00:00,42671,2804
2021-02-18 00:00:00,43782,1111
2021-02-19 00:00:00,45131,1349
2021-02-20 00:00:00,46172,1041
2021-02-21 00:00:00,46182,10
2021-02-22 00:00:00,46573,391
2021-02-23 00:00:00,47101,528
2021-02-24 00:00:00,49071,1970
2021-02-25 00:00:00,50730,1659
2021-02-26 00:00:00,52434,1704
2021-02-27 00:00:00,54092,1658
2021-02-28 00:00:00,54179,87
2021-03-01 00:00:00,55762,1583
2021-03-02 00:00:00,57549,1787
2021-03-03 00:00:00,59282,1733
2021-03-04 00:00:00,61440,2158
2021-03-05 00:00:00,63198,1758
2021-03-06 00:00:00,63949,751
2021-03-07 00:00:00,64042,93
2021-03-08 00:00:00,65006,964
2021-03-09 00:00:00,65897,891
2021-03-10 00:00:00,68648,2751
2021-03-11 00:00:00,70519,1871
2021-03-12 00:00:00,73093,2574
2021-03-13 00:00:00,74235,1142
2021-03-14 00:00:00,74293,58
2021-03-15 00:00:00,75616,1323
2021-03-16 00:00:00,77529,1913
2021-03-17 00:00:00,79307,1778
2021-03-18 00:00:00,80784,1477
2021-03-19 00:00:00,82407,1623
2021-03-20 00:00:00,83406,999
2021-03-21 00:00:00,83481,75
2021-03-22 00:00:00,84225,744
2021-03-23 00:00:00,86091,1866
2021-03-24 00:00:00,87826,1735
2021-03-25 00:00:00,89776,1950
2021-03-26 00:00:00,91970,2194
2021-03-27 00:00:00,92522,552
2021-03-28 00:00:00,92671,149
2021-03-29 00:00:00,94433,1762
2021-03-30 00:00:00,96240,1807
2021-03-31 00:00:00,98073,1833
2021-04-01 00:00:00,99474,1401
2021-04-02 00:00:00,100995,1521
2021-04-03 00:00:00,101555,560
2021-04-04 00:00:00,101652,97
2021-04-05 00:00:00,102515,863
2021-04-06 00:00:00,103829,1314
2021-04-07 00:00:00,104887,1058
2021-04-08 00:00:00,106123,1236
2021-04-09 00:00:00,107398,1275
2021-04-10 00:00:00,107981,583
2021-04-11 00:00:00,108083,102
2021-04-12 00:00:00,108619,536
2021-04-13 00:00:00,109641,1022
2021-04-14 00:00:00,110535,894
2021-04-15 00:00:00,111427,892
2021-04-16 00:00:00,112573,1146
2021-04-17 00:00:00,112922,349
2021-04-18 00:00:00,113011,89
2021-04-19 00:00:00,114017,1006
2021-04-20 00:00:00,114993,976
2021-04-21 00:00:00,115766,773
2021-04-22 00:00:00,116785,1019
2021-04-23 00:00:00,117906,1121
2021-04-24 00:00:00,118207,301
2021-04-25 00:00:00,118352,145
2021-04-26 00:00:00,118901,549
2021-04-27 00:00:00,119888,987
2021-04-28 00:00:00,120635,747
2021-04-29 00:00:00,121379,744
2021-04-30 00:00:00,122108,729
2021-05-01 00:00:00,122478,370
2021-05-02 00:00:00,122536,58
2021-05-03 00:00:00,122997,461
2021-05-04 00:00:00,123499,502
2021-05-05 00:00:00,124000,501
2021-05-06 00:00:00,124396,396
2021-05-07 00:00:00,124921,525
2021-05-08 00:00:00,125132,211
2021-05-09 00:00:00,125212,80
2021-05-10 00:00:00,125516,304
2021-05-11 00:00:00,125757,241
2021-05-12 00:00:00,126102,345
2021-05-13 00:00:00,126658,556
2021-05-14 00:00:00,127330,672
2021-05-15 00:00:00,127556,226
2021-05-16 00:00:00,127571,15
2021-05-17 00:00:00,127931,360
2021-05-18 00:00:00,128071,140
