date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,105,95,57,67,66,2
1/1/2022,11657,7500,7345,6931,10412,16764
1/10/2021,260,209,161,155,199,5
1/10/2022,11847,7609,7483,7086,10495,17134
1/11/2021,275,230,186,174,216,5
1/11/2022,11898,7627,7527,7127,10523,17231
1/12/2021,295,245,208,200,262,5
1/12/2022,11955,7666,7587,7191,10553,17313
1/13/2021,304,255,215,211,433,5
1/13/2022,12023,7704,7644,7245,10579,17396
1/14/2021,315,267,225,224,595,5
1/14/2022,12060,7730,7668,7265,10585,17489
1/15/2021,330,281,235,233,761,5
1/15/2022,12086,7748,7677,7272,10585,17544
1/16/2021,336,284,235,233,766,5
1/16/2022,12104,7752,7686,7275,10588,17567
1/17/2021,336,285,235,235,770,5
1/17/2022,12110,7760,7695,7285,10591,17590
1/18/2021,338,289,237,239,775,5
1/18/2022,12166,7801,7734,7349,10601,17674
1/19/2021,343,300,239,243,819,5
1/19/2022,12248,7852,7812,7400,10621,17789
1/2/2021,105,95,57,68,66,2
1/2/2022,11667,7503,7348,6936,10418,16777
1/20/2021,361,315,261,261,1145,7
1/20/2022,12272,7872,7836,7419,10630,17847
1/21/2021,376,335,280,279,1456,7
1/21/2022,12304,7889,7851,7427,10633,17899
1/22/2021,406,365,319,307,1859,8
1/22/2022,12316,7907,7863,7427,10634,17951
1/23/2021,410,369,319,309,1865,8
1/23/2022,12331,7919,7872,7434,10637,17979
1/24/2021,410,371,320,311,1867,8
1/24/2022,12351,7944,7902,7448,10646,18006
1/25/2021,425,379,335,330,1892,8
1/25/2022,12373,7972,7912,7469,10652,18057
1/26/2021,449,395,351,352,2185,9
1/26/2022,12395,7993,7935,7482,10655,18085
1/27/2021,470,414,366,376,2249,11
1/27/2022,12415,8010,7947,7489,10660,18117
1/28/2021,491,443,407,448,2542,11
1/28/2022,12441,8027,7967,7499,10662,18162
1/29/2021,541,505,497,519,2705,12
1/29/2022,12453,8040,7979,7503,10662,18192
1/3/2021,107,97,57,69,67,2
1/3/2022,11691,7514,7362,6953,10425,16827
1/30/2021,560,519,511,536,2712,12
1/30/2022,12469,8049,7982,7504,10665,18220
1/31/2021,572,525,516,547,2720,12
1/31/2022,12492,8056,7982,7512,10666,18241
1/4/2021,126,113,67,82,75,2
1/4/2022,11711,7522,7376,6969,10435,16866
1/5/2021,153,123,85,94,85,2
1/5/2022,11734,7541,7398,6992,10447,16913
1/6/2021,184,155,108,114,95,3
1/6/2022,11766,7560,7413,7007,10462,16974
1/7/2021,208,173,126,128,180,4
1/7/2022,11789,7570,7443,7029,10474,17038
1/8/2021,257,206,158,154,197,4
1/8/2022,11807,7579,7454,7045,10477,17075
1/9/2021,260,207,160,154,199,4
1/9/2022,11821,7590,7461,7054,10480,17100
10/1/2021,10296,6367,6375,6183,9591,6131
10/10/2021,10343,6396,6390,6201,9608,6209
10/11/2021,10347,6403,6398,6204,9612,6212
10/12/2021,10360,6405,6401,6205,9614,6244
10/13/2021,10374,6412,6405,6209,9617,6248
10/14/2021,10383,6419,6411,6213,9622,6258
10/15/2021,10402,6425,6418,6216,9625,6263
10/16/2021,10412,6425,6418,6216,9627,6270
10/17/2021,10420,6426,6418,6216,9627,6275
10/18/2021,10430,6432,6422,6219,9632,6280
10/19/2021,10448,6442,6429,6223,9638,6293
10/2/2021,10298,6368,6375,6185,9592,6133
10/20/2021,10452,6444,6432,6224,9643,6303
10/21/2021,10465,6446,6436,6226,9643,6309
10/22/2021,10475,6452,6439,6231,9647,6322
10/23/2021,10480,6457,6446,6234,9650,6330
10/24/2021,10481,6460,6448,6236,9652,6334
10/25/2021,10486,6466,6452,6236,9657,6339
10/26/2021,10499,6471,6458,6239,9664,6405
10/27/2021,10512,6477,6460,6241,9673,6474
10/28/2021,10525,6490,6467,6247,9683,6720
10/29/2021,10530,6496,6471,6249,9687,7352
10/3/2021,10302,6368,6376,6185,9594,6133
10/30/2021,10536,6500,6478,6259,9689,7354
10/31/2021,10536,6503,6480,6259,9689,7358
10/4/2021,10305,6369,6381,6186,9595,6138
10/5/2021,10316,6373,6383,6190,9603,6156
10/6/2021,10320,6380,6384,6191,9606,6160
10/7/2021,10332,6392,6389,6195,9607,6191
10/8/2021,10336,6396,6389,6196,9608,6201
10/9/2021,10341,6396,6390,6198,9608,6203
11/1/2021,10543,6511,6490,6263,9694,7364
11/10/2021,10716,6642,6611,6339,9777,11284
11/11/2021,10739,6670,6629,6350,9791,11350
11/12/2021,10755,6687,6641,6357,9808,11561
11/13/2021,10765,6694,6650,6362,9813,11633
11/14/2021,10774,6705,6664,6368,9817,11751
11/15/2021,10811,6744,6703,6387,9849,11876
11/16/2021,10844,6772,6726,6400,9863,12014
11/17/2021,10860,6795,6739,6414,9876,12285
11/18/2021,10884,6811,6747,6425,9881,12452
11/19/2021,10909,6834,6764,6436,9890,12556
11/2/2021,10558,6521,6501,6269,9705,7384
11/20/2021,10925,6847,6775,6445,9894,12611
11/21/2021,10942,6852,6785,6450,9898,12659
11/22/2021,10960,6859,6796,6462,9909,12708
11/23/2021,10978,6875,6806,6477,9935,12763
11/24/2021,10997,6897,6821,6489,9971,12829
11/25/2021,11002,6897,6821,6491,9979,12829
11/26/2021,11025,6913,6836,6517,10003,12899
11/27/2021,11049,6936,6844,6527,10005,12963
11/28/2021,11063,6948,6854,6530,10009,13006
11/29/2021,11081,6962,6866,6542,10026,13189
11/3/2021,10563,6528,6504,6273,9709,7476
11/30/2021,11138,7038,6942,6567,10053,14763
11/4/2021,10597,6551,6524,6292,9725,8360
11/5/2021,10629,6582,6549,6303,9732,9435
11/6/2021,10631,6583,6550,6303,9737,9452
11/7/2021,10637,6585,6553,6306,9738,9472
11/8/2021,10652,6598,6559,6313,9744,10079
11/9/2021,10683,6619,6582,6327,9769,10398
12/1/2020,,,1,,,
12/1/2021,11157,7060,6952,6582,10085,14869
12/10/2020,,1,1,,,
12/10/2021,11286,7177,7042,6707,10225,15606
12/11/2020,,1,1,,,
12/11/2021,11299,7186,7047,6718,10230,15637
12/12/2020,,1,1,,,
12/12/2021,11310,7194,7060,6728,10234,15663
12/13/2020,,1,1,,,
12/13/2021,11321,7208,7066,6738,10245,15708
12/14/2020,,1,1,,,
12/14/2021,11407,7288,7164,6769,10253,16012
12/15/2020,,1,1,,,
12/15/2021,11434,7314,7188,6782,10271,16105
12/16/2020,,1,1,,,
12/16/2021,11442,7333,7200,6792,10280,16153
12/17/2020,4,1,2,2,,
12/17/2021,11458,7344,7211,6798,10285,16196
12/18/2020,5,4,3,4,,
12/18/2021,11466,7352,7216,6803,10290,16236
12/19/2020,5,7,3,4,,
12/19/2021,11476,7365,7225,6807,10296,16268
12/2/2020,,,1,,,
12/2/2021,11171,7074,6967,6610,10120,14936
12/20/2020,6,7,3,4,,
12/20/2021,11489,7380,7235,6821,10308,16322
12/21/2020,6,8,3,4,1,
12/21/2021,11506,7388,7247,6831,10311,16373
12/22/2020,20,17,9,13,10,
12/22/2021,11524,7403,7252,6837,10326,16420
12/23/2020,27,24,9,18,13,
12/23/2021,11536,7408,7259,6845,10330,16449
12/24/2020,38,28,13,22,15,
12/24/2021,11544,7412,7264,6846,10334,16458
12/25/2020,38,28,13,22,15,
12/25/2021,11544,7412,7264,6846,10334,16458
12/26/2020,42,30,13,22,15,
12/26/2021,11551,7419,7270,6850,10335,16474
12/27/2020,42,30,13,22,15,
12/27/2021,11575,7437,7286,6876,10348,16525
12/28/2020,52,43,22,27,20,
12/28/2021,11608,7451,7306,6896,10372,16578
