date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,919,871,653,489,252,4
1/1/2022,35910,20597,19880,22434,37542,27400
1/10/2021,1256,1212,951,718,537,8
1/10/2022,36299,20763,20036,22742,38075,28193
1/11/2021,1317,1300,1015,757,882,8
1/11/2022,36367,20788,20057,22782,38142,28251
1/12/2021,1376,1368,1088,811,1207,9
1/12/2022,36455,20822,20078,22831,38184,28329
1/13/2021,1462,1442,1163,876,1545,9
1/13/2022,36514,20849,20098,22857,38227,28463
1/14/2021,1479,1464,1190,901,1632,9
1/14/2022,36553,20869,20117,22894,38253,28564
1/15/2021,1508,1480,1211,930,1723,9
1/15/2022,36578,20883,20124,22907,38266,28595
1/16/2021,1513,1481,1215,931,1728,9
1/16/2022,36599,20896,20132,22915,38285,28616
1/17/2021,1515,1485,1216,932,1731,10
1/17/2022,36626,20914,20139,22932,38303,28687
1/18/2021,1524,1492,1226,936,1747,10
1/18/2022,36689,20936,20163,22963,38346,28829
1/19/2021,1564,1516,1256,961,1859,13
1/19/2022,36750,20971,20189,22998,38381,28955
1/2/2021,921,872,653,490,254,4
1/2/2022,35923,20606,19887,22451,37563,27410
1/20/2021,1578,1524,1266,970,1892,14
1/20/2022,36867,21028,20233,23040,38414,29062
1/21/2021,1698,1711,1448,1070,2415,18
1/21/2022,36947,21058,20269,23067,38438,29176
1/22/2021,1804,1807,1535,1147,3092,18
1/22/2022,36990,21075,20280,23073,38451,29209
1/23/2021,1836,1846,1561,1178,3128,19
1/23/2022,37021,21089,20288,23079,38456,29221
1/24/2021,1837,1848,1564,1181,3139,19
1/24/2022,37093,21117,20307,23103,38494,29333
1/25/2021,1871,1921,1626,1233,3298,19
1/25/2022,37138,21149,20330,23136,38537,29432
1/26/2021,1997,2063,1767,1373,3456,27
1/26/2022,37251,21205,20368,23172,38572,29666
1/27/2021,2136,2216,1885,1468,3664,27
1/27/2022,37327,21256,20392,23203,38600,29779
1/28/2021,2289,2366,2068,1692,4370,27
1/28/2022,37370,21277,20420,23229,38613,29904
1/29/2021,2441,2499,2231,1834,5456,29
1/29/2022,37389,21292,20435,23246,38618,29973
1/3/2021,923,873,654,490,254,4
1/3/2022,35958,20614,19895,22481,37638,27515
1/30/2021,2479,2532,2266,1906,6321,29
1/30/2022,37407,21302,20441,23253,38623,29987
1/31/2021,2480,2533,2266,1907,6338,29
1/31/2022,37453,21330,20467,23273,38653,30096
1/4/2021,977,930,697,521,294,4
1/4/2022,36014,20639,19914,22532,37769,27638
1/5/2021,1061,1027,764,566,330,5
1/5/2022,36080,20658,19935,22583,37862,27806
1/6/2021,1174,1139,863,635,401,8
1/6/2022,36138,20682,19959,22631,37936,27898
1/7/2021,1215,1181,921,672,434,8
1/7/2022,36205,20714,19985,22675,37986,27998
1/8/2021,1248,1208,947,712,525,8
1/8/2022,36233,20729,19995,22694,38003,28080
1/9/2021,1250,1209,951,716,531,8
1/9/2022,36249,20740,20009,22707,38023,28092
10/1/2021,31122,18137,17964,19998,32685,15476
10/10/2021,31564,18324,18090,20074,32778,15675
10/11/2021,31615,18354,18109,20092,32786,15700
10/12/2021,31660,18384,18119,20100,32796,15735
10/13/2021,31702,18402,18132,20106,32800,15758
10/14/2021,31769,18424,18163,20120,32814,15790
10/15/2021,31838,18449,18183,20139,32824,15811
10/16/2021,31868,18462,18193,20151,32828,15824
10/17/2021,31886,18469,18197,20153,32828,15832
10/18/2021,31940,18507,18214,20171,32840,15881
10/19/2021,31981,18528,18226,20192,32854,15914
10/2/2021,31143,18147,17975,20004,32692,15499
10/20/2021,32011,18540,18240,20207,32862,15938
10/21/2021,32070,18570,18259,20226,32880,16053
10/22/2021,32177,18617,18286,20245,32914,16212
10/23/2021,32243,18640,18295,20261,32936,16451
10/24/2021,32261,18658,18306,20272,32946,16663
10/25/2021,32335,18688,18327,20288,32986,16808
10/26/2021,32396,18727,18338,20317,33032,16825
10/27/2021,32443,18754,18372,20338,33079,16842
10/28/2021,32501,18789,18399,20374,33123,16866
10/29/2021,32616,18830,18420,20399,33171,16885
10/3/2021,31152,18151,17982,20006,32695,15509
10/30/2021,32673,18849,18429,20405,33183,16899
10/31/2021,32686,18854,18436,20412,33188,16902
10/4/2021,31197,18174,18003,20018,32705,15533
10/5/2021,31352,18213,18022,20031,32723,15563
10/6/2021,31401,18247,18040,20041,32738,15597
10/7/2021,31451,18261,18059,20052,32748,15628
10/8/2021,31507,18294,18073,20063,32764,15654
10/9/2021,31547,18313,18080,20068,32772,15668
11/1/2021,32747,18882,18461,20433,33239,17019
11/10/2021,33225,19141,18663,20669,33632,20019
11/11/2021,33273,19160,18679,20691,33659,20197
11/12/2021,33342,19195,18704,20723,33708,20496
11/13/2021,33401,19226,18718,20738,33717,21070
11/14/2021,33424,19250,18730,20754,33728,21125
11/15/2021,33518,19307,18766,20779,33790,21493
11/16/2021,33569,19343,18796,20818,33852,21672
11/17/2021,33638,19387,18825,20851,33926,21936
11/18/2021,33738,19445,18868,20889,33995,22249
11/19/2021,33851,19513,18920,20922,34040,22544
11/2/2021,32798,18910,18484,20448,33292,17075
11/20/2021,33894,19529,18941,20944,34057,22632
11/21/2021,33920,19533,18953,20953,34065,22690
11/22/2021,33992,19562,18981,20989,34113,22898
11/23/2021,34194,19611,19021,21030,34173,23206
11/24/2021,34287,19651,19052,21070,34231,23457
11/25/2021,34288,19651,19052,21070,34231,23458
11/26/2021,34326,19670,19069,21095,34263,23564
11/27/2021,34350,19689,19092,21118,34284,23649
11/28/2021,34365,19706,19106,21135,34300,23670
11/29/2021,34423,19743,19132,21168,34378,23844
11/3/2021,32870,18933,18501,20475,33339,17214
11/30/2021,34495,19786,19181,21231,34471,24041
11/4/2021,32947,18971,18523,20507,33395,17335
11/5/2021,32993,18996,18558,20536,33440,17621
11/6/2021,33023,19010,18570,20552,33453,17749
11/7/2021,33044,19015,18578,20564,33466,17834
11/8/2021,33105,19053,18609,20608,33533,18081
11/9/2021,33163,19101,18631,20642,33578,18307
12/1/2020,1,1,2,,4,
12/1/2021,34580,19825,19209,21271,34567,24267
12/10/2020,1,2,4,,5,
12/10/2021,35129,20152,19487,21676,35530,25598
12/11/2020,1,2,4,,5,
12/11/2021,35150,20168,19496,21696,35567,25714
12/12/2020,1,2,6,,5,
12/12/2021,35176,20178,19514,21708,35598,25830
12/13/2020,1,2,6,,5,
