date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,413,439,668,460,6
1/1/2022,13062,9246,12022,22608,62934,6415
1/10/2021,569,705,811,1163,1028,10
1/10/2022,13231,9343,12101,22749,63145,6575
1/11/2021,579,714,821,1182,1063,11
1/11/2022,13252,9353,12107,22761,63169,6595
1/12/2021,598,738,852,1229,1164,11
1/12/2022,13268,9363,12113,22774,63191,6609
1/13/2021,643,790,942,1337,1386,12
1/13/2022,13284,9378,12123,22792,63206,6632
1/14/2021,678,834,997,1412,1514,14
1/14/2022,13303,9392,12137,22815,63230,6688
1/15/2021,693,845,1010,1435,1569,14
1/15/2022,13315,9398,12145,22821,63236,6700
1/16/2021,716,880,1057,1493,1735,16
1/16/2022,13328,9401,12147,22822,63244,6707
1/17/2021,718,882,1060,1499,1751,17
1/17/2022,13343,9405,12153,22831,63259,6724
1/18/2021,723,884,1073,1521,1892,18
1/18/2022,13357,9414,12160,22839,63271,6741
1/19/2021,759,935,1127,1602,2071,18
1/19/2022,13371,9420,12168,22852,63291,6765
1/2/2021,334,446,462,701,475,6
1/2/2022,13073,9252,12032,22617,62939,6425
1/20/2021,801,985,1198,1697,2381,18
1/20/2022,13388,9430,12173,22863,63309,6788
1/21/2021,923,1144,1377,1935,3093,18
1/21/2022,13401,9438,12183,22878,63328,6822
1/22/2021,1061,1279,1549,2195,4060,19
1/22/2022,13406,9445,12185,22885,63330,6829
1/23/2021,1099,1337,1605,2305,5261,22
1/23/2022,13409,9449,12188,22887,63334,6840
1/24/2021,1116,1354,1627,2379,6471,23
1/24/2022,13423,9456,12197,22895,63340,6846
1/25/2021,1140,1378,1658,2467,7218,23
1/25/2022,13434,9463,12203,22904,63355,6861
1/26/2021,1151,1391,1688,2516,7688,23
1/26/2022,13447,9467,12210,22914,63364,6868
1/27/2021,1222,1447,1759,2709,9043,24
1/27/2022,13455,9470,12215,22926,63375,6889
1/28/2021,1273,1522,1867,2922,10531,30
1/28/2022,13471,9473,12227,22941,63384,6915
1/29/2021,1357,1583,1970,3102,11872,34
1/29/2022,13474,9479,12231,22943,63386,6921
1/3/2021,334,448,462,703,477,6
1/3/2022,13098,9263,12041,22635,62970,6438
1/30/2021,1404,1611,2027,3192,12532,34
1/30/2022,13478,9479,12233,22944,63391,6924
1/31/2021,1441,1638,2075,3281,13264,36
1/31/2022,13483,9490,12238,22952,63406,6935
1/4/2021,343,452,473,720,484,6
1/4/2022,13114,9269,12047,22655,62999,6457
1/5/2021,351,462,488,740,509,6
1/5/2022,13141,9280,12059,22674,63032,6478
1/6/2021,359,469,502,767,548,7
1/6/2022,13166,9292,12068,22684,63061,6506
1/7/2021,441,569,648,910,753,8
1/7/2022,13196,9315,12082,22706,63101,6536
1/8/2021,534,675,774,1120,975,10
1/8/2022,13211,9321,12089,22719,63115,6549
1/9/2021,568,704,810,1163,1025,10
1/9/2022,13222,9325,12097,22728,63121,6557
10/1/2021,11515,8321,10933,20808,58680,4560
10/10/2021,11671,8396,11020,20898,58848,4598
10/11/2021,11687,8406,11024,20915,58881,4604
10/12/2021,11701,8411,11031,20925,58895,4618
10/13/2021,11718,8419,11038,20937,58907,4633
10/14/2021,11732,8432,11047,20955,58936,4636
10/15/2021,11754,8440,11055,20967,58958,4645
10/16/2021,11768,8446,11059,20972,58968,4652
10/17/2021,11784,8455,11068,20977,58974,4655
10/18/2021,11804,8463,11074,20983,58988,4662
10/19/2021,11829,8474,11080,20991,59001,4672
10/2/2021,11540,8328,10943,20820,58695,4567
10/20/2021,11847,8481,11087,21002,59028,4674
10/21/2021,11865,8494,11099,21019,59043,4679
10/22/2021,11880,8502,11112,21042,59112,4684
10/23/2021,11883,8504,11121,21055,59160,4684
10/24/2021,11888,8510,11123,21060,59188,4687
10/25/2021,11903,8515,11133,21078,59274,4692
10/26/2021,11908,8530,11144,21091,59371,4696
10/27/2021,11922,8537,11156,21108,59467,4701
10/28/2021,11942,8546,11166,21129,59565,4707
10/29/2021,11964,8555,11180,21142,59666,4714
10/3/2021,11549,8331,10946,20820,58702,4570
10/30/2021,11978,8558,11188,21150,59704,4714
10/31/2021,11982,8563,11192,21155,59736,4715
10/4/2021,11566,8340,10963,20832,58723,4573
10/5/2021,11587,8351,10971,20847,58755,4577
10/6/2021,11603,8363,10980,20856,58783,4578
10/7/2021,11621,8375,10992,20871,58805,4580
10/8/2021,11643,8385,11007,20892,58835,4593
10/9/2021,11658,8392,11016,20895,58842,4597
11/1/2021,11996,8573,11199,21172,59817,4721
11/10/2021,12154,8671,11318,21369,60471,5013
11/11/2021,12177,8681,11335,21406,60545,5089
11/12/2021,12202,8704,11354,21442,60661,5155
11/13/2021,12214,8719,11365,21454,60693,5167
11/14/2021,12224,8724,11373,21464,60718,5174
11/15/2021,12242,8740,11386,21493,60790,5201
11/16/2021,12257,8753,11401,21512,60873,5294
11/17/2021,12281,8768,11413,21538,60957,5387
11/18/2021,12309,8782,11431,21566,61072,5430
11/19/2021,12337,8800,11447,21599,61155,5450
11/2/2021,12012,8585,11211,21190,59899,4727
11/20/2021,12351,8808,11456,21620,61202,5466
11/21/2021,12364,8812,11466,21634,61238,5472
