date,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO
2020-10-15 00:00:00,34,1,0.0294117647058824,,,
2020-10-14 00:00:00,407,31,0.0761670761670762,4.0,1.0,0.25
2020-10-13 00:00:00,398,16,0.0402010050251256,7.0,0.0,0
2020-10-12 00:00:00,523,32,0.0611854684512428,10.0,1.0,0.1
2020-10-11 00:00:00,64,11,0.171875,,,
2020-10-10 00:00:00,264,19,0.071969696969697,1.0,0.0,0
2020-10-09 00:00:00,588,30,0.0510204081632653,47.0,0.0,0
2020-10-08 00:00:00,390,31,0.0794871794871795,6.0,1.0,0.1666666666666667
2020-10-07 00:00:00,517,15,0.0290135396518375,5.0,1.0,0.2
2020-10-06 00:00:00,565,18,0.031858407079646,8.0,2.0,0.25
2020-10-05 00:00:00,557,20,0.0359066427289049,9.0,2.0,0.2222222222222222
2020-10-04 00:00:00,36,0,0,1.0,0.0,0
2020-10-03 00:00:00,238,11,0.046218487394958,1.0,0.0,0
2020-10-02 00:00:00,401,11,0.027431421446384,3.0,0.0,0
2020-10-01 00:00:00,326,15,0.0460122699386503,4.0,0.0,0
2020-09-30 00:00:00,441,21,0.0476190476190476,4.0,0.0,0
2020-09-29 00:00:00,407,15,0.0368550368550369,8.0,4.0,0.5
2020-09-28 00:00:00,524,26,0.049618320610687,8.0,2.0,0.25
2020-09-27 00:00:00,56,1,0.0178571428571429,3.0,1.0,0.3333333333333333
2020-09-26 00:00:00,246,17,0.0691056910569106,1.0,0.0,0
2020-09-25 00:00:00,364,28,0.0769230769230769,6.0,1.0,0.1666666666666667
2020-09-24 00:00:00,460,38,0.0826086956521739,3.0,1.0,0.3333333333333333
2020-09-23 00:00:00,476,31,0.0651260504201681,6.0,0.0,0
2020-09-22 00:00:00,416,30,0.0721153846153846,8.0,3.0,0.375
2020-09-21 00:00:00,472,20,0.0423728813559322,5.0,1.0,0.2
2020-09-20 00:00:00,35,3,0.0857142857142857,1.0,0.0,0
2020-09-19 00:00:00,265,14,0.0528301886792453,,,
2020-09-18 00:00:00,369,17,0.0460704607046071,5.0,0.0,0
2020-09-17 00:00:00,378,31,0.082010582010582,5.0,1.0,0.2
2020-09-16 00:00:00,358,21,0.058659217877095,6.0,0.0,0
2020-09-15 00:00:00,412,31,0.0752427184466019,14.0,2.0,0.1428571428571429
2020-09-14 00:00:00,342,17,0.0497076023391813,7.0,0.0,0
2020-09-13 00:00:00,48,6,0.125,,,
2020-09-12 00:00:00,178,15,0.0842696629213483,2.0,0.0,0
2020-09-11 00:00:00,273,10,0.0366300366300366,11.0,0.0,0
2020-09-10 00:00:00,259,14,0.0540540540540541,3.0,0.0,0
2020-09-09 00:00:00,341,13,0.0381231671554252,9.0,1.0,0.1111111111111111
2020-09-08 00:00:00,375,12,0.032,12.0,0.0,0
2020-09-07 00:00:00,30,1,0.0333333333333333,,,
2020-09-06 00:00:00,34,1,0.0294117647058824,1.0,1.0,1
2020-09-05 00:00:00,40,3,0.075,,,
2020-09-04 00:00:00,246,7,0.0284552845528455,9.0,0.0,0
2020-09-03 00:00:00,220,1,0.0045454545454545,7.0,1.0,0.1428571428571429
2020-09-02 00:00:00,188,6,0.0319148936170213,5.0,1.0,0.2
2020-09-01 00:00:00,206,4,0.0194174757281553,9.0,1.0,0.1111111111111111
2020-08-31 00:00:00,225,6,0.0266666666666667,7.0,0.0,0
2020-08-30 00:00:00,149,2,0.0134228187919463,1.0,1.0,1
2020-08-29 00:00:00,52,1,0.0192307692307692,,,
2020-08-28 00:00:00,313,9,0.0287539936102236,16.0,2.0,0.125
2020-08-27 00:00:00,314,3,0.0095541401273885,18.0,2.0,0.1111111111111111
2020-08-26 00:00:00,359,10,0.0278551532033426,18.0,2.0,0.1111111111111111
2020-08-25 00:00:00,266,5,0.018796992481203,23.0,2.0,0.0869565217391304
2020-08-24 00:00:00,323,11,0.0340557275541796,17.0,1.0,0.0588235294117647
2020-08-23 00:00:00,93,2,0.021505376344086,,,
2020-08-22 00:00:00,122,3,0.0245901639344262,2.0,0.0,0
2020-08-21 00:00:00,232,11,0.0474137931034483,17.0,3.0,0.1764705882352941
2020-08-20 00:00:00,220,6,0.0272727272727273,9.0,0.0,0
2020-08-19 00:00:00,315,15,0.0476190476190476,23.0,1.0,0.0434782608695652
2020-08-18 00:00:00,252,5,0.0198412698412698,20.0,0.0,0
2020-08-17 00:00:00,375,12,0.032,22.0,1.0,0.0454545454545455
2020-08-16 00:00:00,215,1,0.0046511627906977,1.0,0.0,0
2020-08-15 00:00:00,225,1,0.0044444444444444,,,
2020-08-14 00:00:00,253,5,0.0197628458498024,14.0,2.0,0.1428571428571429
2020-08-13 00:00:00,272,6,0.0220588235294118,23.0,2.0,0.0869565217391304
2020-08-12 00:00:00,266,6,0.0225563909774436,23.0,1.0,0.0434782608695652
2020-08-11 00:00:00,324,8,0.0246913580246914,16.0,0.0,0
2020-08-10 00:00:00,490,15,0.0306122448979592,19.0,1.0,0.0526315789473684
2020-08-09 00:00:00,28,1,0.0357142857142857,1.0,0.0,0
2020-08-08 00:00:00,56,7,0.125,4.0,0.0,0
2020-08-07 00:00:00,132,11,0.0833333333333333,21.0,1.0,0.0476190476190476
2020-08-06 00:00:00,102,14,0.1372549019607843,23.0,0.0,0
2020-08-05 00:00:00,172,7,0.0406976744186047,15.0,0.0,0
2020-08-04 00:00:00,100,5,0.05,23.0,1.0,0.0434782608695652
2020-08-03 00:00:00,147,13,0.0884353741496599,24.0,2.0,0.0833333333333333
2020-08-02 00:00:00,33,1,0.0303030303030303,,,
2020-08-01 00:00:00,26,0,0,,,
2020-07-31 00:00:00,118,9,0.076271186440678,30.0,3.0,0.1
2020-07-30 00:00:00,194,10,0.0515463917525773,23.0,0.0,0
2020-07-29 00:00:00,156,8,0.0512820512820513,28.0,2.0,0.0714285714285714
2020-07-28 00:00:00,111,4,0.036036036036036,22.0,1.0,0.0454545454545455
2020-07-27 00:00:00,190,13,0.068421052631579,17.0,1.0,0.0588235294117647
2020-07-26 00:00:00,34,0,0,2.0,0.0,0
2020-07-25 00:00:00,42,8,0.1904761904761905,3.0,0.0,0
2020-07-24 00:00:00,130,10,0.0769230769230769,13.0,1.0,0.0769230769230769
2020-07-23 00:00:00,110,9,0.0818181818181818,19.0,2.0,0.1052631578947368
2020-07-22 00:00:00,156,11,0.0705128205128205,16.0,0.0,0
2020-07-21 00:00:00,193,19,0.0984455958549223,13.0,5.0,0.3846153846153847
2020-07-20 00:00:00,187,15,0.0802139037433155,22.0,1.0,0.0454545454545455
2020-07-19 00:00:00,54,9,0.1666666666666667,,,
2020-07-18 00:00:00,39,5,0.1282051282051282,4.0,2.0,0.5
2020-07-17 00:00:00,261,25,0.0957854406130268,26.0,2.0,0.0769230769230769
2020-07-16 00:00:00,184,17,0.0923913043478261,28.0,5.0,0.1785714285714286
2020-07-15 00:00:00,153,15,0.0980392156862745,25.0,1.0,0.04
2020-07-14 00:00:00,180,12,0.0666666666666667,26.0,1.0,0.0384615384615385
2020-07-13 00:00:00,336,29,0.0863095238095238,32.0,2.0,0.0625
2020-07-12 00:00:00,48,5,0.1041666666666667,,,
2020-07-11 00:00:00,59,3,0.0508474576271187,1.0,1.0,1
2020-07-10 00:00:00,288,26,0.0902777777777778,19.0,1.0,0.0526315789473684
2020-07-09 00:00:00,259,23,0.0888030888030888,14.0,2.0,0.1428571428571429
2020-07-08 00:00:00,276,32,0.1159420289855073,17.0,2.0,0.1176470588235294
2020-07-07 00:00:00,392,52,0.1326530612244898,19.0,2.0,0.1052631578947368
2020-07-06 00:00:00,491,56,0.1140529531568228,23.0,0.0,0
2020-07-05 00:00:00,82,12,0.1463414634146342,1.0,1.0,1
2020-07-04 00:00:00,31,5,0.1612903225806452,,,
2020-07-03 00:00:00,118,6,0.0508474576271187,1.0,0.0,0
2020-07-02 00:00:00,230,21,0.091304347826087,25.0,0.0,0
2020-07-01 00:00:00,356,26,0.0730337078651685,30.0,0.0,0
2020-06-30 00:00:00,366,48,0.1311475409836066,27.0,1.0,0.037037037037037
2020-06-29 00:00:00,275,36,0.1309090909090909,32.0,6.0,0.1875
2020-06-28 00:00:00,62,15,0.2419354838709678,1.0,0.0,0
2020-06-27 00:00:00,80,7,0.0875,4.0,2.0,0.5
2020-06-26 00:00:00,211,28,0.1327014218009479,37.0,1.0,0.027027027027027
2020-06-25 00:00:00,181,28,0.1546961325966851,38.0,0.0,0
2020-06-24 00:00:00,194,20,0.1030927835051546,37.0,1.0,0.027027027027027
2020-06-23 00:00:00,257,25,0.0972762645914397,34.0,1.0,0.0294117647058824
2020-06-22 00:00:00,228,37,0.162280701754386,48.0,1.0,0.0208333333333333
2020-06-21 00:00:00,35,7,0.2,,,
2020-06-20 00:00:00,121,8,0.0661157024793389,4.0,1.0,0.25
2020-06-19 00:00:00,172,18,0.1046511627906977,43.0,2.0,0.0465116279069767
2020-06-18 00:00:00,169,24,0.1420118343195266,37.0,3.0,0.0810810810810811
2020-06-17 00:00:00,164,9,0.0548780487804878,61.0,1.0,0.0163934426229508
2020-06-16 00:00:00,127,13,0.1023622047244095,53.0,2.0,0.0377358490566038
2020-06-15 00:00:00,168,15,0.0892857142857143,36.0,1.0,0.0277777777777778
2020-06-14 00:00:00,26,4,0.1538461538461539,1.0,0.0,0
2020-06-13 00:00:00,37,1,0.027027027027027,4.0,0.0,0
2020-06-12 00:00:00,124,11,0.0887096774193548,32.0,2.0,0.0625
2020-06-11 00:00:00,120,7,0.0583333333333333,110.0,1.0,0.0090909090909091
2020-06-10 00:00:00,118,6,0.0508474576271187,22.0,0.0,0
2020-06-09 00:00:00,100,5,0.05,34.0,3.0,0.0882352941176471
2020-06-08 00:00:00,118,8,0.0677966101694915,33.0,1.0,0.0303030303030303
2020-06-07 00:00:00,32,1,0.03125,50.0,1.0,0.02
2020-06-06 00:00:00,37,5,0.1351351351351352,3.0,0.0,0
2020-06-05 00:00:00,122,10,0.0819672131147541,37.0,0.0,0
2020-06-04 00:00:00,78,6,0.0769230769230769,109.0,1.0,0.0091743119266055
2020-06-03 00:00:00,92,5,0.0543478260869565,84.0,2.0,0.0238095238095238
2020-06-02 00:00:00,81,8,0.0987654320987654,91.0,2.0,0.021978021978022
2020-06-01 00:00:00,110,14,0.1272727272727273,39.0,2.0,0.0512820512820513
2020-05-31 00:00:00,18,0,0,1.0,0.0,0
2020-05-30 00:00:00,31,3,0.0967741935483871,5.0,1.0,0.2
2020-05-29 00:00:00,573,22,0.0383944153577661,35.0,0.0,0
2020-05-28 00:00:00,87,7,0.0804597701149425,45.0,4.0,0.0888888888888889
2020-05-27 00:00:00,83,10,0.1204819277108434,42.0,1.0,0.0238095238095238
2020-05-26 00:00:00,145,21,0.1448275862068966,59.0,3.0,0.0508474576271187
2020-05-25 00:00:00,26,4,0.1538461538461539,2.0,0.0,0
