Category,value
tests,507557
Yuma,10468
Yavapai,13115
Santa Cruz,1885
Pinal,32457
Pima,52044
Navajo,4248
Mohave,10566
Maricopa,351897
La Paz,1575
Greenlee,203
Graham,1082
Gila,5561
Coconino,6432
Cochise,5499
Apache,1192
Unknown,434
65 years and older,120014
55 - 64 years,96453
45 - 54 years,89702
20 - 44 years,176293
Less than 20 years,24661
positive,0.1768333408858512
