date,Yuma_cume,Yuma
2020-12-01 00:00:00,3,
2020-12-03 00:00:00,4,1
2020-12-04 00:00:00,5,1
2020-12-08 00:00:00,6,1
2020-12-10 00:00:00,7,1
2020-12-12 00:00:00,9,2
2020-12-16 00:00:00,16,7
2020-12-17 00:00:00,41,25
2020-12-19 00:00:00,42,1
2020-12-20 00:00:00,44,2
2020-12-21 00:00:00,220,176
2020-12-22 00:00:00,917,697
2020-12-23 00:00:00,1672,755
2020-12-24 00:00:00,1910,238
2020-12-26 00:00:00,2014,104
2020-12-27 00:00:00,2015,1
2020-12-28 00:00:00,2444,429
2020-12-29 00:00:00,2803,359
2020-12-30 00:00:00,3235,432
2020-12-31 00:00:00,3328,93
2021-01-01 00:00:00,3345,17
2021-01-02 00:00:00,3346,1
2021-01-03 00:00:00,3347,1
2021-01-04 00:00:00,3563,216
2021-01-05 00:00:00,3893,330
2021-01-06 00:00:00,4372,479
2021-01-07 00:00:00,4600,228
2021-01-08 00:00:00,4919,319
2021-01-09 00:00:00,4933,14
2021-01-10 00:00:00,4948,15
2021-01-11 00:00:00,5625,677
2021-01-12 00:00:00,6304,679
2021-01-13 00:00:00,7052,748
2021-01-14 00:00:00,7236,184
2021-01-15 00:00:00,7427,191
2021-01-16 00:00:00,7428,1
2021-01-17 00:00:00,7429,1
2021-01-18 00:00:00,7466,37
2021-01-19 00:00:00,7855,389
2021-01-20 00:00:00,8426,571
2021-01-21 00:00:00,10206,1780
2021-01-22 00:00:00,11786,1580
2021-01-23 00:00:00,11928,142
2021-01-24 00:00:00,11941,13
2021-01-25 00:00:00,12373,432
2021-01-26 00:00:00,13225,852
2021-01-27 00:00:00,14625,1400
2021-01-28 00:00:00,16693,2068
2021-01-29 00:00:00,18763,2070
2021-01-30 00:00:00,19966,1203
2021-01-31 00:00:00,19979,13
2021-02-01 00:00:00,20843,864
2021-02-02 00:00:00,21911,1068
2021-02-03 00:00:00,23416,1505
2021-02-04 00:00:00,24422,1006
2021-02-05 00:00:00,25126,704
2021-02-06 00:00:00,25166,40
2021-02-07 00:00:00,25188,22
2021-02-08 00:00:00,25469,281
2021-02-09 00:00:00,26310,841
2021-02-10 00:00:00,28666,2356
2021-02-11 00:00:00,31138,2472
2021-02-12 00:00:00,33021,1883
2021-02-13 00:00:00,33888,867
2021-02-14 00:00:00,33891,3
2021-02-15 00:00:00,34002,111
2021-02-16 00:00:00,34257,255
2021-02-17 00:00:00,34578,321
2021-02-18 00:00:00,35199,621
2021-02-19 00:00:00,36049,850
2021-02-20 00:00:00,36423,374
2021-02-21 00:00:00,36431,8
2021-02-22 00:00:00,36471,40
2021-02-23 00:00:00,37672,1201
2021-02-24 00:00:00,40303,2631
2021-02-25 00:00:00,43465,3162
2021-02-26 00:00:00,46210,2745
2021-02-27 00:00:00,47051,841
2021-02-28 00:00:00,47398,347
2021-03-01 00:00:00,49282,1884
2021-03-02 00:00:00,50644,1362
2021-03-03 00:00:00,51911,1267
2021-03-04 00:00:00,54784,2873
2021-03-05 00:00:00,58418,3634
2021-03-06 00:00:00,58647,229
2021-03-07 00:00:00,58824,177
2021-03-08 00:00:00,59847,1023
2021-03-09 00:00:00,62020,2173
2021-03-10 00:00:00,63986,1966
2021-03-11 00:00:00,67400,3414
2021-03-12 00:00:00,70589,3189
2021-03-13 00:00:00,72224,1635
2021-03-14 00:00:00,72425,201
2021-03-15 00:00:00,73274,849
2021-03-16 00:00:00,74897,1623
2021-03-17 00:00:00,76994,2097
2021-03-18 00:00:00,80942,3948
2021-03-19 00:00:00,84106,3164
2021-03-20 00:00:00,85445,1339
2021-03-21 00:00:00,85796,351
2021-03-22 00:00:00,86340,544
2021-03-23 00:00:00,87850,1510
2021-03-24 00:00:00,90202,2352
2021-03-25 00:00:00,92528,2326
2021-03-26 00:00:00,94774,2246
2021-03-27 00:00:00,95379,605
2021-03-28 00:00:00,95630,251
2021-03-29 00:00:00,96239,609
2021-03-30 00:00:00,99068,2829
2021-03-31 00:00:00,102086,3018
2021-04-01 00:00:00,104992,2906
2021-04-02 00:00:00,106899,1907
2021-04-03 00:00:00,107659,760
2021-04-04 00:00:00,108352,693
2021-04-05 00:00:00,109777,1425
2021-04-06 00:00:00,111993,2216
2021-04-07 00:00:00,114434,2441
2021-04-08 00:00:00,117306,2872
2021-04-09 00:00:00,119346,2040
2021-04-10 00:00:00,119893,547
2021-04-11 00:00:00,120108,215
2021-04-12 00:00:00,120756,648
2021-04-13 00:00:00,121797,1041
2021-04-14 00:00:00,124460,2663
2021-04-15 00:00:00,127487,3027
2021-04-16 00:00:00,130597,3110
2021-04-17 00:00:00,131350,753
2021-04-18 00:00:00,131922,572
2021-04-19 00:00:00,133524,1602
2021-04-20 00:00:00,135504,1980
2021-04-21 00:00:00,137117,1613
2021-04-22 00:00:00,138520,1403
2021-04-23 00:00:00,140474,1954
2021-04-24 00:00:00,140797,323
2021-04-25 00:00:00,140988,191
2021-04-26 00:00:00,141537,549
2021-04-27 00:00:00,144663,3126
2021-04-28 00:00:00,146601,1938
