date,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA
2020-10-27 00:00:00,8,0,0,1.0,1.0,1
2020-10-26 00:00:00,1602,111,0.0692883895131086,25.0,5.0,0.2
2020-10-25 00:00:00,2495,222,0.0889779559118236,208.0,13.0,0.0625
2020-10-24 00:00:00,5445,469,0.0861340679522498,349.0,32.0,0.0916905444126075
2020-10-23 00:00:00,7241,460,0.0635271371357547,776.0,73.0,0.0940721649484536
2020-10-22 00:00:00,8543,516,0.0604003277537165,499.0,76.0,0.1523046092184369
2020-10-21 00:00:00,9451,543,0.0574542376468099,250.0,23.0,0.092
2020-10-20 00:00:00,9105,525,0.057660626029654,716.0,76.0,0.1061452513966481
2020-10-19 00:00:00,8356,517,0.0618717089516515,718.0,84.0,0.116991643454039
2020-10-18 00:00:00,4165,338,0.0811524609843938,288.0,22.0,0.0763888888888889
2020-10-17 00:00:00,5051,324,0.0641457137200554,374.0,38.0,0.1016042780748663
2020-10-16 00:00:00,7531,443,0.0588235294117647,729.0,80.0,0.1097393689986283
2020-10-15 00:00:00,6672,362,0.0542565947242206,503.0,57.0,0.1133200795228628
2020-10-14 00:00:00,7734,391,0.0505559865528834,535.0,68.0,0.1271028037383178
2020-10-13 00:00:00,7861,437,0.0555908917440529,696.0,98.0,0.1408045977011494
2020-10-12 00:00:00,6950,340,0.0489208633093525,753.0,62.0,0.0823373173970784
2020-10-11 00:00:00,3288,199,0.0605231143552312,309.0,20.0,0.0647249190938511
2020-10-10 00:00:00,4361,247,0.0566383856913552,374.0,31.0,0.0828877005347594
2020-10-09 00:00:00,6419,317,0.049384639351924,1052.0,93.0,0.0884030418250951
2020-10-08 00:00:00,6679,299,0.044767180715676,782.0,74.0,0.0946291560102302
2020-10-07 00:00:00,7240,302,0.0417127071823204,848.0,65.0,0.0766509433962264
2020-10-06 00:00:00,8067,337,0.0417751332589562,737.0,74.0,0.1004070556309362
2020-10-05 00:00:00,7827,320,0.0408841190749968,768.0,105.0,0.13671875
2020-10-04 00:00:00,3171,177,0.0558183538315989,277.0,27.0,0.0974729241877256
2020-10-03 00:00:00,4873,203,0.0416581161502155,613.0,55.0,0.0897226753670473
2020-10-02 00:00:00,6709,265,0.0394991802056938,784.0,106.0,0.1352040816326531
2020-10-01 00:00:00,6153,245,0.0398179749715586,532.0,80.0,0.1503759398496241
2020-09-30 00:00:00,6359,251,0.0394716150338103,523.0,68.0,0.130019120458891
2020-09-29 00:00:00,5794,192,0.0331377286848464,736.0,89.0,0.1209239130434783
2020-09-28 00:00:00,5345,199,0.0372310570626754,796.0,96.0,0.1206030150753769
2020-09-27 00:00:00,2611,110,0.0421294523171199,300.0,28.0,0.0933333333333333
2020-09-26 00:00:00,3931,185,0.0470618163317222,348.0,29.0,0.0833333333333333
2020-09-25 00:00:00,5411,197,0.0364073184254297,796.0,88.0,0.1105527638190955
2020-09-24 00:00:00,5483,194,0.0353820900966624,569.0,60.0,0.1054481546572935
2020-09-23 00:00:00,6635,238,0.0358703843255463,545.0,67.0,0.1229357798165138
2020-09-22 00:00:00,6302,233,0.03697238971755,756.0,85.0,0.1124338624338624
2020-09-21 00:00:00,5600,211,0.0376785714285714,844.0,100.0,0.1184834123222749
2020-09-20 00:00:00,2630,121,0.0460076045627376,284.0,19.0,0.0669014084507042
2020-09-19 00:00:00,3692,148,0.0400866738894908,381.0,33.0,0.0866141732283465
2020-09-18 00:00:00,5265,215,0.0408357075023742,854.0,90.0,0.1053864168618267
2020-09-17 00:00:00,4634,209,0.0451014242555028,571.0,73.0,0.12784588441331
2020-09-16 00:00:00,5025,222,0.0441791044776119,639.0,94.0,0.1471048513302035
2020-09-15 00:00:00,4487,180,0.0401158903498997,761.0,81.0,0.1064388961892247
2020-09-14 00:00:00,4314,184,0.0426518312471025,794.0,83.0,0.1045340050377834
2020-09-13 00:00:00,1661,59,0.0355207706201084,311.0,27.0,0.0868167202572347
2020-09-12 00:00:00,2504,123,0.0491214057507987,383.0,32.0,0.0835509138381201
2020-09-11 00:00:00,4005,164,0.0409488139825219,919.0,98.0,0.1066376496191513
2020-09-10 00:00:00,3556,145,0.0407761529808774,582.0,68.0,0.1168384879725086
2020-09-09 00:00:00,4692,187,0.0398550724637681,606.0,78.0,0.1287128712871287
2020-09-08 00:00:00,4517,163,0.0360858977197255,753.0,105.0,0.1394422310756972
2020-09-07 00:00:00,1437,42,0.0292275574112735,271.0,16.0,0.0590405904059041
2020-09-06 00:00:00,1500,60,0.04,321.0,19.0,0.059190031152648
