date,pcr_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_positivity_COCONINO
2020-08-19 00:00:00,9,0,1.0,0
2020-08-18 00:00:00,75,0.0266666666666667,9.0,0
2020-08-17 00:00:00,242,0.0413223140495868,13.0,0.0769230769230769
2020-08-16 00:00:00,162,0.0061728395061728,,
2020-08-15 00:00:00,176,0.0056818181818182,,
2020-08-14 00:00:00,256,0.0234375,9.0,0.1111111111111111
2020-08-13 00:00:00,274,0.0218978102189781,13.0,0.1538461538461539
2020-08-12 00:00:00,266,0.0225563909774436,12.0,0.0833333333333333
2020-08-11 00:00:00,331,0.0241691842900302,7.0,0
2020-08-10 00:00:00,496,0.030241935483871,7.0,0.1428571428571429
2020-08-09 00:00:00,30,0.0333333333333333,1.0,0
2020-08-08 00:00:00,58,0.1206896551724138,4.0,0
2020-08-07 00:00:00,132,0.0833333333333333,10.0,0.1
2020-08-06 00:00:00,100,0.15,11.0,0
2020-08-05 00:00:00,174,0.0402298850574713,3.0,0
2020-08-04 00:00:00,102,0.0490196078431373,21.0,0.0476190476190476
2020-08-03 00:00:00,147,0.0884353741496599,24.0,0.0833333333333333
2020-08-02 00:00:00,34,0.0294117647058824,,
2020-08-01 00:00:00,28,0,,
2020-07-31 00:00:00,121,0.0743801652892562,16.0,0.1875
2020-07-30 00:00:00,197,0.0558375634517767,22.0,0
2020-07-29 00:00:00,162,0.0555555555555556,28.0,0.0714285714285714
2020-07-28 00:00:00,111,0.036036036036036,23.0,0.0434782608695652
2020-07-27 00:00:00,192,0.0677083333333333,17.0,0.0588235294117647
2020-07-26 00:00:00,36,0,2.0,0
2020-07-25 00:00:00,42,0.1904761904761905,3.0,0
2020-07-24 00:00:00,132,0.0757575757575758,13.0,0.0769230769230769
2020-07-23 00:00:00,112,0.0803571428571429,19.0,0.1052631578947368
2020-07-22 00:00:00,165,0.0666666666666667,16.0,0
2020-07-21 00:00:00,195,0.0974358974358974,13.0,0.3846153846153847
2020-07-20 00:00:00,190,0.0789473684210526,22.0,0.0454545454545455
