date,Cochise_cume,Cochise
1/1/2021,1,
1/10/2021,2,1
1/11/2021,61,59
1/12/2021,199,138
1/13/2021,273,74
1/14/2021,309,36
1/15/2021,648,339
1/16/2021,1100,452
1/17/2021,1547,447
1/18/2021,1675,128
1/19/2021,1676,1
1/2/2021,1698,22
1/20/2021,1804,106
1/21/2021,1882,78
1/22/2021,2099,217
1/23/2021,2315,216
1/24/2021,2327,12
1/25/2021,2328,1
1/26/2021,2331,3
1/27/2021,2388,57
1/28/2021,2475,87
1/29/2021,2583,108
1/3/2021,2651,68
1/30/2021,2815,164
1/31/2021,3190,375
1/4/2021,3194,4
1/5/2021,3561,367
1/6/2021,3814,253
1/7/2021,4251,437
1/8/2021,4595,344
1/9/2021,5069,474
12/15/2020,5467,398
12/16/2020,5483,16
12/17/2020,5727,244
12/18/2020,6164,437
12/19/2020,6873,709
12/20/2020,7528,655
12/21/2020,7864,336
12/22/2020,8432,568
12/23/2020,8544,112
12/24/2020,8988,444
12/25/2020,9469,481
12/26/2020,10253,784
12/28/2020,11274,1021
12/29/2020,11965,691
12/30/2020,11986,21
12/31/2020,12000,14
2/1/2021,12291,291
2/10/2021,12509,218
2/11/2021,13070,561
2/12/2021,13485,415
2/13/2021,13962,477
2/14/2021,14127,165
2/15/2021,14138,11
2/16/2021,14671,533
2/17/2021,15504,833
2/18/2021,16885,1381
2/19/2021,18926,2041
2/2/2021,20326,1400
2/20/2021,20669,343
2/21/2021,20681,12
2/22/2021,21094,413
2/23/2021,21782,688
2/24/2021,22307,525
2/25/2021,23014,707
2/26/2021,23389,375
2/27/2021,23740,351
2/28/2021,23858,118
2/3/2021,24127,269
2/4/2021,24364,237
2/5/2021,25282,918
2/6/2021,27372,2090
2/7/2021,28842,1470
2/8/2021,29732,890
2/9/2021,29762,30
3/1/2021,30316,554
3/10/2021,30841,525
3/11/2021,32043,1202
3/12/2021,33688,1645
3/13/2021,34757,1069
3/14/2021,35777,1020
3/15/2021,35828,51
3/16/2021,36384,556
3/17/2021,37347,963
3/18/2021,38954,1607
3/19/2021,41076,2122
3/2/2021,42641,1565
3/20/2021,43464,823
3/21/2021,43494,30
3/22/2021,44439,945
3/23/2021,45368,929
3/24/2021,46341,973
3/25/2021,47724,1383
3/26/2021,48752,1028
3/27/2021,49664,912
3/28/2021,49698,34
3/29/2021,50263,565
3/3/2021,50632,369
3/30/2021,51634,1002
3/31/2021,54040,2406
3/4/2021,55545,1505
3/5/2021,56580,1035
3/6/2021,56602,22
3/7/2021,57162,560
3/8/2021,57836,674
3/9/2021,59291,1455
4/1/2021,61567,2276
4/10/2021,62933,1366
4/11/2021,64250,1317
4/12/2021,64297,47
4/13/2021,64997,700
4/14/2021,65924,927
4/15/2021,67574,1650
4/16/2021,69246,1672
4/17/2021,70377,1131
4/18/2021,71161,784
4/19/2021,71249,88
4/2/2021,71961,712
4/20/2021,72513,552
4/21/2021,73635,1122
4/22/2021,75794,2159
4/23/2021,76949,1155
4/24/2021,78279,1330
4/25/2021,78319,40
4/26/2021,78968,649
4/27/2021,79492,524
4/28/2021,80489,997
4/29/2021,81980,1491
4/3/2021,83001,1021
4/30/2021,83832,831
4/4/2021,83862,30
4/5/2021,84366,504
4/6/2021,84877,511
4/7/2021,85890,1013
4/8/2021,86915,1025
4/9/2021,87599,684
5/1/2021,88074,475
5/10/2021,88097,23
5/11/2021,88397,300
5/12/2021,88875,478
5/13/2021,89820,945
5/14/2021,90858,1038
5/15/2021,91583,725
5/16/2021,92047,464
5/17/2021,92076,29
5/18/2021,92417,341
5/19/2021,92731,314
5/2/2021,93503,772
5/20/2021,94774,1271
5/21/2021,95305,531
5/22/2021,95620,315
5/23/2021,95675,55
5/24/2021,96119,444
5/25/2021,96591,472
5/26/2021,97399,808
5/27/2021,98175,776
5/28/2021,98893,718
5/29/2021,99235,342
5/3/2021,99295,60
5/30/2021,99710,415
5/31/2021,100006,296
5/4/2021,100448,442
5/5/2021,101105,657
5/6/2021,101680,575
5/7/2021,101774,94
5/8/2021,101835,61
5/9/2021,101899,64
6/1/2021,102226,327
6/10/2021,102654,428
6/11/2021,103255,601
6/12/2021,103755,500
6/13/2021,103895,140
6/14/2021,103939,44
