date,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA
2021-08-11 00:00:00,74,9,0.1216216216216216,15,9,0.6
2021-08-10 00:00:00,138,12,0.0869565217391304,14,6,0.4285714285714286
2021-08-09 00:00:00,162,16,0.0987654320987654,18,5,0.2777777777777778
2021-08-08 00:00:00,31,6,0.1935483870967742,,,
2021-08-07 00:00:00,38,3,0.0789473684210526,,,
2021-08-06 00:00:00,76,4,0.0526315789473684,16,9,0.5625
2021-08-05 00:00:00,121,15,0.1239669421487603,7,5,0.7142857142857144
2021-08-04 00:00:00,130,16,0.1230769230769231,23,13,0.5652173913043478
2021-08-03 00:00:00,62,4,0.0645161290322581,8,4,0.5
2021-08-02 00:00:00,94,6,0.0638297872340426,7,4,0.5714285714285714
2021-08-01 00:00:00,18,1,0.0555555555555556,,,
2021-07-31 00:00:00,15,2,0.1333333333333333,1,1,1
2021-07-30 00:00:00,57,4,0.0701754385964912,16,7,0.4375
2021-07-29 00:00:00,51,2,0.0392156862745098,3,3,1
2021-07-28 00:00:00,47,7,0.148936170212766,15,8,0.5333333333333334
2021-07-27 00:00:00,137,7,0.0510948905109489,2,2,1
2021-07-26 00:00:00,58,8,0.1379310344827586,8,6,0.75
2021-07-25 00:00:00,33,3,0.0909090909090909,,,
2021-07-24 00:00:00,11,0,0,3,0,0
2021-07-23 00:00:00,52,3,0.0576923076923077,18,12,0.6666666666666666
2021-07-22 00:00:00,73,8,0.1095890410958904,8,0,0
2021-07-21 00:00:00,59,7,0.1186440677966102,25,15,0.6
2021-07-20 00:00:00,60,8,0.1333333333333333,3,1,0.3333333333333333
2021-07-19 00:00:00,53,7,0.1320754716981132,2,0,0
2021-07-18 00:00:00,6,0,0,,,
2021-07-17 00:00:00,18,3,0.1666666666666667,,,
2021-07-16 00:00:00,30,4,0.1333333333333333,2,2,1
2021-07-15 00:00:00,35,3,0.0857142857142857,7,6,0.8571428571428572
2021-07-14 00:00:00,37,7,0.1891891891891892,35,27,0.7714285714285716
2021-07-13 00:00:00,45,7,0.1555555555555556,22,14,0.6363636363636364
2021-07-12 00:00:00,42,6,0.1428571428571429,7,2,0.2857142857142857
2021-07-11 00:00:00,16,2,0.125,3,2,0.6666666666666666
2021-07-10 00:00:00,20,1,0.05,,,
2021-07-09 00:00:00,45,6,0.1333333333333333,11,6,0.5454545454545454
2021-07-08 00:00:00,49,2,0.0408163265306122,6,2,0.3333333333333333
2021-07-07 00:00:00,44,9,0.2045454545454546,10,8,0.8
2021-07-06 00:00:00,38,2,0.0526315789473684,2,0,0
2021-07-05 00:00:00,12,1,0.0833333333333333,,,
2021-07-04 00:00:00,20,1,0.05,,,
2021-07-03 00:00:00,10,1,0.1,,,
2021-07-02 00:00:00,27,2,0.0740740740740741,,,
2021-07-01 00:00:00,27,0,0,47,29,0.6170212765957448
2021-06-30 00:00:00,26,3,0.1153846153846154,67,49,0.7313432835820896
2021-06-29 00:00:00,42,4,0.0952380952380952,69,47,0.6811594202898552
2021-06-28 00:00:00,48,5,0.1041666666666667,14,7,0.5
2021-06-27 00:00:00,6,1,0.1666666666666667,1,1,1
2021-06-26 00:00:00,21,4,0.1904761904761905,,,
2021-06-25 00:00:00,25,1,0.04,1,1,1
2021-06-24 00:00:00,26,4,0.1538461538461539,22,14,0.6363636363636364
2021-06-23 00:00:00,29,4,0.1379310344827586,7,2,0.2857142857142857
2021-06-22 00:00:00,43,9,0.2093023255813954,3,2,0.6666666666666666
2021-06-21 00:00:00,48,5,0.1041666666666667,6,4,0.6666666666666666
2021-06-20 00:00:00,10,0,0,,,
2021-06-19 00:00:00,6,1,0.1666666666666667,,,
2021-06-18 00:00:00,16,1,0.0625,4,0,0
2021-06-17 00:00:00,31,0,0,3,3,1
2021-06-16 00:00:00,37,4,0.1081081081081081,16,6,0.375
2021-06-15 00:00:00,36,3,0.0833333333333333,6,2,0.3333333333333333
2021-06-14 00:00:00,26,0,0,29,16,0.5517241379310346
2021-06-13 00:00:00,14,1,0.0714285714285714,,,
2021-06-12 00:00:00,13,1,0.0769230769230769,1,1,1
2021-06-11 00:00:00,31,0,0,6,3,0.5
2021-06-10 00:00:00,39,0,0,13,3,0.2307692307692308
2021-06-09 00:00:00,26,2,0.0769230769230769,16,9,0.5625
2021-06-08 00:00:00,22,2,0.0909090909090909,15,7,0.4666666666666668
2021-06-07 00:00:00,33,2,0.0606060606060606,5,3,0.6
2021-06-06 00:00:00,19,1,0.0526315789473684,1,0,0
2021-06-05 00:00:00,11,0,0,,,
2021-06-04 00:00:00,25,0,0,6,5,0.8333333333333334
2021-06-03 00:00:00,40,0,0,13,10,0.7692307692307694
2021-06-02 00:00:00,28,4,0.1428571428571429,19,11,0.5789473684210528
2021-06-01 00:00:00,38,3,0.0789473684210526,24,15,0.625
2021-05-31 00:00:00,20,0,0,1,1,1
2021-05-30 00:00:00,17,0,0,5,0,0
2021-05-29 00:00:00,10,0,0,9,7,0.7777777777777778
2021-05-28 00:00:00,72,1,0.0138888888888889,5,3,0.6
2021-05-27 00:00:00,50,1,0.02,30,22,0.7333333333333334
2021-05-26 00:00:00,75,1,0.0133333333333333,7,4,0.5714285714285714
2021-05-25 00:00:00,52,1,0.0192307692307692,14,11,0.7857142857142858
2021-05-24 00:00:00,52,0,0,15,12,0.8
2021-05-23 00:00:00,13,0,0,,,
2021-05-22 00:00:00,12,2,0.1666666666666667,,,
2021-05-21 00:00:00,34,2,0.0588235294117647,37,24,0.6486486486486488
2021-05-20 00:00:00,35,0,0,24,14,0.5833333333333334
2021-05-19 00:00:00,15,0,0,32,23,0.71875
2021-05-18 00:00:00,43,2,0.0465116279069767,38,22,0.5789473684210528
2021-05-17 00:00:00,57,4,0.0701754385964912,18,15,0.8333333333333334
2021-05-16 00:00:00,14,1,0.0714285714285714,1,0,0
2021-05-15 00:00:00,6,1,0.1666666666666667,,,
2021-05-14 00:00:00,22,1,0.0454545454545455,2,2,1
2021-05-13 00:00:00,25,0,0,8,5,0.625
2021-05-12 00:00:00,23,1,0.0434782608695652,63,48,0.761904761904762
2021-05-11 00:00:00,28,0,0,55,44,0.8
2021-05-10 00:00:00,39,0,0,12,6,0.5
2021-05-09 00:00:00,13,0,0,,,
2021-05-08 00:00:00,12,0,0,2,1,0.5
2021-05-07 00:00:00,37,1,0.027027027027027,25,16,0.64
2021-05-06 00:00:00,35,0,0,42,29,0.6904761904761906
2021-05-05 00:00:00,34,0,0,36,24,0.6666666666666666
2021-05-04 00:00:00,22,3,0.1363636363636364,3,2,0.6666666666666666
2021-05-03 00:00:00,74,2,0.027027027027027,2,1,0.5
2021-05-02 00:00:00,15,1,0.0666666666666667,3,2,0.6666666666666666
2021-05-01 00:00:00,15,3,0.2,2,2,1
2021-04-30 00:00:00,36,3,0.0833333333333333,2,0,0
2021-04-29 00:00:00,55,7,0.1272727272727273,14,11,0.7857142857142858
2021-04-28 00:00:00,27,2,0.0740740740740741,5,3,0.6
2021-04-27 00:00:00,35,0,0,5,2,0.4
2021-04-26 00:00:00,54,4,0.0740740740740741,55,43,0.781818181818182
2021-04-25 00:00:00,10,0,0,,,
2021-04-24 00:00:00,10,0,0,,,
2021-04-23 00:00:00,38,0,0,2,0,0
2021-04-22 00:00:00,27,1,0.037037037037037,3,1,0.3333333333333333
2021-04-21 00:00:00,18,0,0,16,14,0.875
2021-04-20 00:00:00,76,1,0.0131578947368421,2,0,0
2021-04-19 00:00:00,101,1,0.0099009900990099,2,0,0
2021-04-18 00:00:00,11,0,0,1,0,0
