date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,643,730,563,430,353,3
1/10/2021,1158,1138,937,782,704,15
1/11/2021,1230,1224,1013,833,768,16
1/12/2021,1337,1312,1084,916,965,17
1/13/2021,1399,1377,1163,992,1221,18
1/14/2021,1499,1463,1256,1079,1490,18
1/15/2021,1614,1560,1333,1174,2230,19
1/16/2021,1625,1576,1349,1197,2333,19
1/17/2021,1631,1585,1356,1201,2340,19
1/18/2021,1699,1657,1411,1254,2405,22
1/19/2021,1787,1722,1476,1332,2661,23
1/2/2021,669,746,571,445,363,3
1/20/2021,2041,1997,1801,1620,2870,28
1/21/2021,2192,2106,1902,1720,3077,29
1/22/2021,2287,2183,1998,1833,3412,30
1/23/2021,2332,2216,2033,1871,3609,33
1/24/2021,2337,2219,2033,1872,3627,33
1/25/2021,2386,2270,2096,1973,3932,34
1/26/2021,2449,2323,2152,2057,4290,37
1/27/2021,2702,2465,2302,2219,4668,40
1/28/2021,2895,2588,2430,2379,5072,46
1/29/2021,2995,2668,2511,2488,5409,50
1/3/2021,669,747,571,446,365,3
1/30/2021,3055,2713,2537,2526,5527,58
1/31/2021,3065,2715,2538,2531,5549,58
1/4/2021,740,823,629,514,425,4
1/5/2021,825,893,684,578,490,8
1/6/2021,907,940,739,630,555,10
1/7/2021,1023,1024,827,697,654,11
1/8/2021,1144,1130,925,762,694,15
1/9/2021,1158,1137,935,779,702,15
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,2,,2,1,
12/16/2020,26,40,31,23,14,
12/17/2020,55,73,62,47,19,
12/18/2020,101,130,108,78,36,
12/19/2020,111,143,116,91,37,
12/2/2020,,1,,1,,
12/20/2020,112,144,116,91,39,
12/21/2020,114,145,118,92,40,
12/22/2020,121,165,130,103,45,1
12/23/2020,179,270,206,141,67,2
12/24/2020,260,371,276,197,80,2
12/25/2020,286,399,296,217,85,2
