date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,111,95,53,59,48,1
1/10/2021,268,207,156,152,179,7
1/11/2021,285,227,182,170,194,7
1/12/2021,305,242,205,197,239,8
1/13/2021,314,251,211,206,407,8
1/14/2021,325,262,220,217,569,8
1/15/2021,341,276,231,225,735,9
1/16/2021,347,278,231,225,740,9
1/17/2021,348,279,231,226,744,9
1/18/2021,350,284,233,231,750,9
1/19/2021,355,293,235,236,793,9
1/2/2021,111,95,53,60,49,2
1/20/2021,375,308,256,256,1121,11
1/21/2021,391,329,274,273,1436,11
1/22/2021,421,361,311,300,1851,13
1/23/2021,427,366,312,302,1859,13
1/24/2021,427,368,312,304,1861,13
1/25/2021,443,378,330,322,1886,13
1/26/2021,467,395,347,344,2184,15
1/27/2021,487,415,362,369,2249,17
1/28/2021,511,441,403,446,2538,17
1/29/2021,567,504,495,522,2703,18
1/3/2021,113,97,53,61,50,2
1/30/2021,590,518,508,542,2713,18
1/31/2021,602,525,513,555,2722,18
1/4/2021,132,112,63,75,56,3
1/5/2021,159,122,81,87,66,3
1/6/2021,190,154,104,110,74,4
1/7/2021,214,173,121,123,159,5
1/8/2021,265,204,153,150,178,6
1/9/2021,268,205,155,151,179,6
12/17/2020,5,,1,2,,
12/18/2020,6,3,2,3,,
12/19/2020,6,6,2,3,1,
12/20/2020,6,6,2,3,1,
12/21/2020,7,7,2,3,2,
12/22/2020,23,14,8,12,11,
12/23/2020,30,24,10,16,14,
12/24/2020,41,28,14,20,16,
12/25/2020,41,28,14,20,16,
12/26/2020,45,30,14,20,16,
12/27/2020,45,30,14,20,16,
12/28/2020,57,42,24,24,21,
12/29/2020,78,63,34,32,22,
12/30/2020,96,80,42,48,33,1
12/31/2020,111,95,53,59,45,1
2/1/2021,619,537,535,576,2755,18
2/10/2021,891,845,995,1212,3691,27
2/11/2021,929,892,1094,1325,3830,27
2/12/2021,953,980,1232,1407,3937,27
2/13/2021,1013,1080,1370,1488,4026,33
2/14/2021,1083,1154,1478,1561,4120,40
2/15/2021,1100,1161,1488,1577,4161,40
2/16/2021,1111,1165,1497,1588,4190,42
2/17/2021,1116,1167,1500,1589,4206,42
2/18/2021,1119,1167,1500,1590,4220,42
2/19/2021,1121,1168,1500,1594,4226,42
2/2/2021,668,590,623,690,2973,18
2/20/2021,1124,1171,1502,1597,4236,42
2/21/2021,1124,1171,1503,1597,4242,42
2/22/2021,1128,1172,1507,1598,4259,42
2/23/2021,1139,1179,1515,1603,4283,44
2/24/2021,1156,1192,1525,1623,4382,46
2/25/2021,1164,1201,1552,1635,4454,47
2/26/2021,1187,1229,1569,1658,4583,48
2/27/2021,1193,1230,1574,1674,4619,49
2/28/2021,1195,1232,1575,1677,4656,49
2/3/2021,678,600,640,698,3011,20
2/4/2021,724,656,743,811,3159,22
2/5/2021,792,751,853,960,3297,23
2/6/2021,797,752,857,964,3304,23
2/7/2021,799,752,858,965,3309,23
2/8/2021,808,757,862,975,3337,25
2/9/2021,861,814,913,1084,3539,27
3/1/2021,1207,1245,1594,1694,4733,50
3/10/2021,1462,1465,1851,2109,6194,72
3/11/2021,1496,1486,1874,2174,6296,72
3/12/2021,1525,1507,1895,2220,6383,73
3/13/2021,1543,1520,1911,2252,6401,74
3/14/2021,1571,1572,1955,2352,6565,78
3/15/2021,1588,1581,1974,2392,6614,80
3/16/2021,1651,1639,2070,2673,6806,90
3/17/2021,1819,1739,2220,2812,7008,100
3/18/2021,1900,1859,2428,2945,7181,103
3/19/2021,2085,1988,2600,3131,7364,117
3/2/2021,1240,1279,1634,1740,4964,54
3/20/2021,2099,1994,2608,3156,7390,118
3/21/2021,2112,2002,2616,3182,7403,122
3/22/2021,2151,2027,2655,3244,7447,125
3/23/2021,2298,2127,2760,3416,7630,144
3/24/2021,2461,2205,2879,3609,7743,159
3/25/2021,2607,2328,2976,3785,7823,193
3/26/2021,2796,2441,3099,3909,7916,227
3/27/2021,2818,2453,3114,3942,7939,236
3/28/2021,2833,2457,3121,3954,7940,240
3/29/2021,2876,2485,3153,3990,7962,250
3/3/2021,1309,1350,1728,1835,5352,58
3/30/2021,3069,2593,3261,4081,8053,276
3/31/2021,3155,2634,3312,4121,8078,300
3/4/2021,1334,1373,1752,1892,5649,61
3/5/2021,1365,1401,1788,1936,5852,63
3/6/2021,1384,1411,1794,1958,5885,65
3/7/2021,1392,1414,1798,1969,5901,66
3/8/2021,1411,1429,1815,2013,5958,67
3/9/2021,1428,1441,1835,2056,6054,69
4/1/2021,3318,2723,3403,4219,8195,329
4/10/2021,4590,3426,4115,4937,8599,726
4/11/2021,4603,3433,4120,4940,8601,734
4/12/2021,4699,3487,4155,4976,8633,757
4/13/2021,4777,3547,4201,5010,8655,780
4/14/2021,4865,3618,4267,5048,8678,807
4/15/2021,4965,3670,4323,5086,8702,824
4/16/2021,5049,3727,4393,5122,8716,837
4/17/2021,5077,3738,4403,5132,8720,859
4/18/2021,5089,3742,4408,5136,8721,870
4/19/2021,5131,3769,4435,5157,8733,900
4/2/2021,3426,2783,3486,4297,8261,367
4/20/2021,5206,3806,4473,5180,8744,911
4/21/2021,5276,3857,4511,5206,8751,917
4/22/2021,5338,3911,4575,5238,8767,932
4/23/2021,5395,3945,4618,5275,8790,948
4/24/2021,5419,3961,4652,5292,8797,1223
4/25/2021,5425,3964,4657,5292,8797,1225
4/26/2021,5493,4007,4702,5313,8815,1467
4/27/2021,5573,4069,4752,5343,8833,1486
4/28/2021,5714,4204,4881,5395,8852,1518
4/29/2021,5794,4246,4921,5412,8872,1527
4/3/2021,3450,2796,3493,4308,8269,387
4/30/2021,5841,4284,4951,5437,8881,1536
4/4/2021,3460,2803,3501,4311,8270,397
4/5/2021,3586,2878,3573,4409,8332,452
4/6/2021,3796,2987,3684,4509,8389,502
4/7/2021,4015,3097,3815,4633,8440,562
4/8/2021,4243,3225,3905,4732,8490,627
4/9/2021,4433,3334,4016,4818,8536,683
5/1/2021,5862,4294,4963,5446,8884,1542
5/10/2021,6149,4477,5111,5535,8937,1608
5/11/2021,6167,4480,5121,5546,8944,1613
5/12/2021,6203,4504,5146,5555,8961,1795
5/13/2021,6290,4583,5203,5569,8972,1807
5/14/2021,6330,4618,5232,5583,8978,2277
5/15/2021,6343,4624,5234,5587,8980,2290
5/16/2021,6350,4626,5235,5594,8981,2299
5/17/2021,6396,4652,5263,5611,8992,2445
5/18/2021,6443,4692,5289,5630,9005,2629
5/19/2021,6481,4723,5311,5642,9014,2846
5/2/2021,5871,4299,4968,5449,8887,1544
5/20/2021,6532,4752,5331,5657,9033,2891
5/21/2021,6562,4774,5354,5667,9040,3096
5/22/2021,6579,4782,5368,5671,9043,3113
5/23/2021,6593,4789,5373,5675,9045,3114
5/24/2021,6625,4812,5396,5684,9051,3194
5/25/2021,6665,4829,5413,5690,9059,3242
5/26/2021,6696,4842,5424,5696,9061,3312
5/27/2021,6727,4865,5434,5698,9065,3376
5/28/2021,6738,4877,5441,5700,9066,3378
5/29/2021,6748,4881,5444,5701,9067,3388
5/3/2021,5914,4327,4986,5459,8894,1556
5/30/2021,6753,4882,5451,5704,9068,3389
5/31/2021,6762,4886,5453,5705,9068,3390
5/4/2021,5950,4356,5009,5464,8900,1570
5/5/2021,6008,4390,5035,5484,8911,1574
5/6/2021,6052,4413,5054,5502,8918,1583
5/7/2021,6113,4443,5086,5519,8929,1601
5/8/2021,6123,4453,5089,5523,8929,1604
5/9/2021,6128,4457,5095,5527,8929,1604
6/1/2021,6797,4903,5470,5713,9074,3399
6/10/2021,7049,5053,5565,5780,9113,3795
6/11/2021,7096,5066,5578,5785,9120,3856
6/12/2021,7102,5069,5579,5787,9125,3857
6/13/2021,7106,5071,5579,5787,9125,3860
6/14/2021,7119,5082,5583,5791,9128,3865
6/15/2021,7132,5093,5583,5796,9129,3874
6/16/2021,7147,5099,5588,5800,9132,3886
6/17/2021,7208,5135,5613,5814,9146,4008
6/18/2021,7227,5142,5619,5818,9151,4018
6/19/2021,7232,5144,5622,5818,9152,4025
6/2/2021,6828,4923,5488,5721,9077,3491
6/20/2021,7235,5144,5623,5819,9152,4027
6/21/2021,7345,5177,5625,5822,9155,4034
6/22/2021,7624,5262,5641,5827,9156,4060
6/23/2021,7649,5274,5650,5829,9156,4090
6/24/2021,7968,5390,5673,5834,9158,4126
6/25/2021,8048,5423,5683,5838,9161,4141
6/26/2021,8057,5432,5688,5847,9162,4149
6/27/2021,8062,5433,5690,5847,9163,4151
6/28/2021,8075,5439,5696,5849,9166,4157
6/29/2021,8103,5448,5703,5856,9172,4182
6/3/2021,6895,4957,5509,5735,9082,3591
6/30/2021,8118,5461,5707,5861,9175,4198
6/4/2021,6918,4976,5523,5743,9089,3611
6/5/2021,6926,4977,5527,5745,9091,3614
6/6/2021,6934,4983,5530,5747,9094,3616
6/7/2021,6949,4992,5536,5751,9096,3631
6/8/2021,6993,5026,5550,5769,9106,3729
6/9/2021,7030,5045,5560,5779,9112,3787
7/1/2021,8134,5470,5712,5862,9177,4223
7/10/2021,8297,5550,5758,5885,9196,4355
7/11/2021,8308,5551,5761,5885,9196,4356
7/12/2021,8326,5557,5766,5895,9199,4370
7/13/2021,8341,5562,5777,5897,9201,4401
7/14/2021,8348,5564,5777,5901,9204,4406
7/15/2021,8366,5571,5783,5902,9210,4416
7/16/2021,8382,5579,5795,5907,9210,4424
7/17/2021,8385,5584,5798,5911,9213,4433
7/18/2021,8391,5588,5799,5915,9213,4438
7/19/2021,8409,5597,5803,5917,9215,4453
7/2/2021,8158,5483,5719,5866,9181,4238
7/20/2021,8435,5607,5815,5920,9219,4497
7/21/2021,8461,5618,5821,5925,9221,4510
7/22/2021,8490,5631,5832,5936,9230,4556
7/23/2021,8503,5642,5841,5939,9232,4575
7/24/2021,8518,5646,5845,5944,9234,4591
7/25/2021,8525,5648,5849,5949,9234,4600
7/26/2021,8544,5658,5854,5951,9242,4617
7/27/2021,8573,5672,5861,5958,9250,4670
7/28/2021,8603,5683,5870,5964,9257,4736
7/29/2021,8645,5701,5883,5974,9265,4833
7/3/2021,8166,5492,5725,5868,9182,4242
7/30/2021,8670,5711,5894,5981,9266,4861
7/31/2021,8677,5714,5896,5982,9266,4871
7/4/2021,8169,5493,5725,5868,9182,4242
7/5/2021,8186,5501,5730,5869,9182,4253
7/6/2021,8211,5517,5738,5871,9184,4301
7/7/2021,8239,5526,5741,5872,9186,4320
7/8/2021,8264,5537,5747,5875,9193,4336
7/9/2021,8289,5547,5756,5884,9196,4343
8/1/2021,8688,5720,5899,5983,9268,4878
8/10/2021,9311,6008,6087,6072,9344,5423
8/11/2021,9342,6022,6093,6077,9349,5491
8/12/2021,9381,6033,6100,6089,9356,5569
8/13/2021,9411,6040,6110,6095,9360,5589
8/14/2021,9424,6040,6111,6099,9362,5606
8/15/2021,9430,6042,6115,6104,9362,5610
8/16/2021,9452,6051,6121,6111,9369,5615
8/17/2021,9484,6066,6133,6116,9372,5648
8/18/2021,9519,6073,6144,6121,9380,5699
8/19/2021,9547,6076,6155,6122,9385,5730
8/2/2021,8710,5727,5905,5996,9277,4888
8/20/2021,9566,6083,6161,6125,9387,5746
8/21/2021,9575,6088,6166,6127,9388,5767
8/22/2021,9577,6088,6168,6130,9389,5770
8/23/2021,9601,6094,6176,6139,9390,5776
8/24/2021,9619,6106,6186,6144,9393,5802
8/25/2021,9647,6116,6189,6152,9400,5864
8/26/2021,9786,6195,6248,6178,9421,5913
8/27/2021,9853,6236,6277,6196,9430,5999
8/28/2021,9861,6239,6281,6200,9432,6006
8/29/2021,9864,6240,6281,6200,9433,6007
8/3/2021,8757,5746,5917,6002,9287,4954
8/30/2021,9884,6245,6285,6205,9433,6022
8/31/2021,9899,6249,6289,6207,9435,6030
